,AC1R1.raw,AC1R2.raw,AC1R3.raw,AC2R1.raw,AC2R2.raw,AC2R3.raw,AHFD1R1.raw,AHFD1R2.raw,AHFD1R3.raw,AHFD2R1.raw,AHFD2R2.raw,AHFD2R3.raw,AHFD3IPR1.raw,AHFD3IPR2.raw,AHFD3IPR3.raw,AHFD4IPR1.raw,AHFD4IPR2.raw,AHFD4IPR3.raw,AHFD5PioR1.raw,AHFD5PioR2.raw,AHFD5PioR3.raw,AHFD6PioR1.raw,AHFD6PioR2.raw,AHFD6PioR3.raw,AHFD7CrR1.raw,AHFD7CrR2.raw,AHFD7CrR3.raw,AHFD8CrR1.raw,AHFD8CrR2.raw,AHFD8CrR3.raw
P25286,28.36170592302,28.9581027240816,28.7744854533246,29.4216469185963,28.8805277378073,28.6217013642328,29.3439154100476,28.3775467986407,28.64618122026,29.3679719744864,28.6931879638622,28.9734244342814,28.4927341311701,28.9078743078388,28.6008524498144,28.8605140431498,29.6423833177686,28.7261256470933,28.6000105105065,30.0790212870733,28.6255218028902,28.609302291332,28.6528031202019,28.5067837810127,28.7167869338432,28.6991456118884,28.5381720899886,28.6292409380798,29.2144275334108,28.4888821898196
P62632,27.5769542420716,27.6764741846144,27.1390553164659,27.4273006667288,28.2048464715739,27.4859793436625,28.2871534188851,27.6658977833661,28.3079388130561,28.1975218470935,27.7803623011496,27.6254765257579,28.1653190116479,28.1634285021654,27.7431110970565,28.0555980810137,27.8677692033102,28.0691274618432,28.0061509586936,27.7492175781509,28.2359246231168,28.1632543666142,28.1493772754621,27.7922574316668,28.2797964648529,27.928293369952,27.5118432106276,28.1377865809189,27.5663915561066,28.3038073211173
P60203,32.083083471881,32.1829625863735,32.0890838593962,32.3455655063897,32.4046793561441,31.5773823140098,33.8567076151113,32.3149447040185,32.6670100069138,33.2807751263163,33.165921831593,32.2513138912035,32.9153902426957,32.5915852671359,33.2686738673812,33.1166498111929,33.1640793741754,32.8736869147389,32.8364422475299,32.2844265515954,33.6329178798292,33.3018544308393,33.7076857728692,33.2256291862232,32.8560659208335,33.0417184457157,32.6994075083834,33.2601627099888,32.8756545498069,33.0489079011845
O88600,27.399431442287,27.5483104691508,27.3935577552945,27.5028369615232,27.8875670703134,27.6136113599804,27.719896973158,27.5106016306409,27.8461581483461,28.1091675619067,27.642209338716,27.632420372885,28.0289008431604,28.0660133075156,27.5311731445866,27.9059938423716,27.5248748651216,28.1766575346949,27.9200616099035,28.0958350368259,27.9193308816928,27.866700387945,28.0485592101651,27.531662872094,27.8873478031968,27.6992423861558,27.3507725010255,27.7764875108053,27.4181136807503,27.7571691362848
Q6P6R2,28.1324491724754,28.0851269504839,28.0590899265746,27.9669369815334,28.0872753336538,27.9560236198469,28.4959164976769,28.5539454883544,28.4260507947513,27.96655242615,28.4840686146969,28.3265722911348,28.2715800598221,28.2180425881893,27.8896481988334,28.0751489526606,28.2193529764933,27.9396725749502,28.2498211412199,28.4616119259634,28.3013410305772,28.3188524139103,28.5474215194498,28.3391267327866,28.4446860018924,28.4949059702674,28.5018786153062,28.1039201229458,28.3900614647567,28.2144580837011
P63012,26.253107933519,25.7951122404144,26.0271718808127,26.5180470395504,26.9998424727846,26.4699715030733,26.2843183811563,26.1600065945445,26.7632268298122,26.9421276267793,26.1625329496248,26.0096025362353,26.6780488809252,26.9980923549262,26.1958505839087,26.4646871077036,26.1873231239763,26.5792606916515,26.6350188062758,26.4507840771904,26.4102776358007,26.6219186082216,26.223162786194,25.8125737763745,26.6984590250087,26.6530075690547,25.8614435187415,26.7661532134468,26.1677657590031,26.6025908646642
Q63537,28.4514724972559,28.2188734018099,28.4821316952877,28.3950551355481,28.860627637535,28.5861219656106,28.4074295832771,28.3930766276024,28.8610401868266,28.7325869223074,28.2356720674964,28.120824982364,28.7439310282686,29.325987255613,27.8834142556041,28.6416040987946,28.3301062463755,28.6011564908919,28.7389719727104,28.6012137759388,28.7073879799757,28.3938548771481,28.3938011136759,28.0962608854474,28.7149224449426,28.6717680004231,28.0898058280675,28.6441912703658,28.5034006061816,28.6229694210473
D3ZQL7,27.6651058340727,27.9639682776253,27.913806199433,28.1571890261334,28.5979074066432,28.011602711459,27.7178308899863,27.9478271531008,28.2413231328933,27.8162633682893,27.6089795423675,27.8794690953598,28.169915355412,28.0003161154533,27.7281992260348,28.1511383607,28.0244136890548,28.1451503402309,28.1274660342033,27.7701012421231,28.0255662691683,28.0325185226013,27.9561444163796,27.143106996653,28.1358755858569,28.0286275057019,27.8263408711958,27.9975428992684,27.8295314055472,28.0453041274899
P54313,24.813401251636,25.3182298023978,25.0404082938256,25.5118911133174,25.6281849899651,25.0317703942367,25.7378165231286,24.6581708466202,25.3777227995363,25.230389045089,24.8089705044809,24.6119140912461,25.5701842260602,25.1857210693012,25.1490070407527,25.2964146754677,25.3095219477783,25.6053469999912,25.467114959733,25.3938877691263,25.7552924030319,25.6768451561215,25.8355906538181,24.8646456704626,25.5207855559279,25.6709003459659,25.0668443045822,25.4718044047637,24.8585902061622,25.0463839929699
Q64542,30.2909480287866,30.453552604295,30.5744942369403,29.7532378871391,29.2366034203865,30.4586811981419,28.477385215193,30.2389940365867,28.762401400621,28.5607963295385,30.1709031169829,30.1704390854025,28.6470149868168,29.5755460237526,29.5763985523191,28.9135374329509,28.1418377092402,29.3449165340878,29.4324578433951,28.9988999713207,28.5503227290501,29.0412986846049,28.6067090601034,29.3289934841097,28.7785256284028,29.2013327720277,30.2436039655427,28.6913233737658,29.7720575532719,28.8863152182979
P11507,28.3723583949113,28.507219459878,28.2228469683482,28.3468142928199,28.2266255698023,28.6425422803245,28.7348827575821,28.4982792748073,28.3063577609089,28.4249113840312,28.5530856855257,28.4801709691808,28.2649411259357,28.4333166504571,28.4031466207757,28.2365275950372,28.3735955196166,28.2636089938374,28.5614083063853,28.869483832723,28.2735507105694,28.2930769144874,28.3096704945852,28.6230574814986,28.4624839023592,28.3669589148792,28.1649753117945,28.3709671276309,28.2459185489651,27.9091995962876
P11730,25.3721165006142,24.9606517389768,25.2976911288628,25.8259354051005,25.7034139310168,25.897069102827,25.1197818845295,24.4516933983706,25.4881752616237,25.4568725286216,24.2523050482802,25.1386274841338,25.4411250760865,25.4309153546641,25.2190864565274,25.4445908235498,25.3262258329762,25.3366400576596,25.1613679245263,24.8275940874293,25.0542989405857,25.1695626260284,25.2251876238806,24.8968247419847,25.6874553657088,25.5094918836721,24.7836254671972,24.6855713326659,24.8162605496735,25.7154949912437
P62762,27.8522692426098,28.0900037805797,27.9346558482424,28.0800677261277,28.6061766960459,28.2592413674959,28.2402118959798,28.0961493091765,28.4927282151932,28.4321773038265,27.3947477243272,28.1938420361353,28.4284902444379,28.1996424055688,27.7670296446249,28.0330013767543,28.0646460580396,28.2933289058734,28.1521448823511,28.1587564182106,28.0776474094315,28.2388811481737,28.0621122513897,27.9428222763288,28.530174265746,28.5908163689791,27.772401825415,28.2474555433056,27.9286702278643,28.2702097961567
P62142,27.0656254696383,27.31370200578,26.6924139316491,27.013006744286,26.911611071397,26.7960234551024,27.3315499410034,27.0188756710763,26.6540455656932,27.1665449073721,27.9693694188605,26.9402933705423,26.7731921302352,26.7352985544098,27.5344943539327,26.9952771029402,27.0413333618904,26.8811837710385,26.8547424719693,26.4106252742705,27.1842892368625,26.9833110396026,27.3748642260348,27.4074143494823,26.6881649443134,26.7192401409477,27.6375701462704,27.0308914246477,27.2328807966118,26.9196571014823
P04897,29.7980670991426,28.9242825593939,29.7078638738558,29.306110180406,29.1422425954865,29.1824102204304,28.863093219333,29.3170591408049,29.0291951214223,29.0682640220032,29.4981284409251,29.1856246292601,29.0013774809584,29.0535168488749,28.8545402379005,28.9209927527697,29.0790865719745,28.8393502207463,28.9701786691743,28.94278378971,28.8217879469696,28.9654530695914,28.8525252198839,28.7980852285576,28.6822106239147,28.9770970296826,29.1638643908332,29.0818823912764,29.0245724091765,28.9311336641365
P07340,28.9639272386535,29.1667555076952,28.9325667677209,29.4414840130231,29.6676401364393,29.1928710683461,30.3219271042479,29.4494351301447,29.8522619958792,29.8491420354295,29.1233911343217,29.3306733706095,29.7582000705327,29.7157243638739,29.661508352531,29.6846292411787,29.698943655157,29.5434563669105,29.7999699332951,29.5741010265946,30.0340733526424,29.7381880190905,29.9106531159502,29.6711221002966,29.9639240145138,29.7841999696862,29.1030056706465,29.6763011863637,29.4080211738281,29.7427058788825
P08009,27.631174350958,27.8248305067167,27.676006795768,28.1150830742702,28.1886708528044,27.7856167999299,28.1605172059176,27.9603605938682,28.3872157360951,28.2935538747755,27.7320274537784,27.9372506257515,28.3108558236005,28.5116755549934,27.8856918695176,28.2481163663166,28.5849517091766,28.5240972663628,28.6312004222424,28.6806558188976,28.5010693305396,28.4899088789362,28.6351125947461,28.1571057349126,28.6031633840947,28.4083445763433,27.8135252999805,28.528630212318,28.0854955591288,28.3429056484718
Q00981,28.1561663674437,28.1833014351164,28.2518068459463,28.3163803675943,28.6971454096516,28.2389673905176,29.2794835697149,28.5131820525293,28.6755140061068,28.9060376181116,28.4894085620344,28.2516683899226,28.7974137807566,28.7914778449945,28.5645606747977,28.7078882281125,28.7566748497776,28.6590471455289,28.907674454248,29.2708322130815,29.060042757574,28.9600311847305,28.9628529295062,28.4938100034808,28.9244897283727,28.6196099138424,28.2481658441293,28.9599353954429,28.3727214776211,28.7115260735329
Q64541,30.6784838122363,30.8869228178381,30.7881789902905,30.7190733267775,30.5716166138364,31.1404450470938,30.508709267763,30.9542623367525,30.7136425852106,30.6418753505309,30.6903040023921,30.7318667337605,30.6049759286635,30.9796950232905,30.1945774075434,30.4352805535511,30.6945404349061,30.7765738046623,30.7619946029059,31.1676898608141,30.5934652973195,30.6609361279921,30.777362736273,30.5842063050193,30.859791250153,30.7332472844723,30.8310374137762,31.0724539039489,30.7657722918822,30.7050137148552
Q08163,26.2575857946931,26.3882139413175,26.1007831011779,26.5970090136896,26.8893656439617,26.6011625846219,26.6927998705277,26.8845301679735,26.9077369766628,27.1278605047968,26.5998682007196,26.9061788541313,26.9836442348107,27.2825744796583,26.9958136687788,27.0451316713967,26.6085953032262,27.0681866007341,27.0653668168889,27.0600654693528,26.8047878971502,26.7770531994543,27.0719091242731,26.911317856305,27.2203690198584,27.0167253988128,26.9857900229851,27.2121729277954,26.7958828540609,27.2522649684534
P62138,20.7029240139182,22.3084220597267,22.0863392355843,22.2403538563598,22.6347101011476,20.8817535859043,21.2599054381028,21.811886689786,22.3074783808138,22.1208710671863,21.3063661549565,21.814072220725517,21.9595003118651,22.1618189863278,22.36563619905518,22.300467653217,21.7939020192006,22.3030457155469,21.8372211045029,21.9635970177713,21.990154445581,22.2771098959523,22.2209256218376,21.3165565679996,22.0971750211275,22.5247781433432,21.7300951304436,22.3997640231921,21.8749668941707,22.4422297489424
P07171,28.1877427058626,27.8196378396122,28.1380278112105,27.790014440045,27.6638704926269,28.0558687812674,27.5158885848243,27.8988192505285,27.6249774188328,27.7985190777685,27.5108452326873,27.9778240610783,27.5234470440571,27.7892105859311,27.6826677672349,27.8168780194678,27.2102288990006,27.6416337216532,28.197742489575,27.3599053403431,27.6255428250477,27.4932409260736,27.4867158836148,28.2833085450587,27.6719551187582,27.6489201234316,27.932025322541,27.4386017474537,28.0517572035975,27.8136773033532
Q4QQT4,28.607608219356,28.4688168629874,28.6323529206004,28.5324131215738,28.1845496995124,27.8035214760678,28.2477216964784,27.6896932282692,27.8191104604752,28.0060736110868,28.1131008140903,27.7809314475942,27.7480240037352,27.8126383140964,28.3759587260889,28.1760180367117,27.8530552777084,27.8552350283711,28.0262933606882,27.3823540888468,28.1187880710673,28.1964548384387,27.9011350303519,28.1352203738099,27.4594565651273,28.1647644940461,28.106903583309,28.0394787138043,28.2387156226989,27.9666864123264
P67779,27.3548258275767,27.7101275211324,27.3279192790426,27.5817408307355,27.5794019552593,28.0266540955245,28.0189768746947,28.1488699483145,27.7006079683611,27.9006271922908,27.8366610083871,27.8732944523793,27.6563038899822,27.7296376637107,27.8817329030596,27.854987663668,27.683227180079,27.6583671896985,28.0185668239678,27.3729805661825,27.6370332269489,27.8917211575821,27.6698995582869,27.8663558301672,27.8881023123199,27.7232714961553,27.7703768980081,27.6958208465265,27.7427140116996,27.7183531327163
P35704,26.7517184837578,26.7799196912444,26.4740701794636,27.0177621616109,27.5371193298298,26.8946020525245,28.3249017603959,27.243819890752,27.5740316652233,27.6304955108916,27.3709875193635,26.8872174601552,27.7948035283376,27.7207584961911,27.5251888585918,27.7322035798305,27.6558873761022,27.3327130893549,27.7320634979778,27.6023558171241,27.9004232992461,27.7808999818407,27.8003841092639,27.7056885830366,27.7450287770186,27.6290546379203,26.9597365788955,27.5800176265609,27.2490647526254,27.5848552735533
P63088,24.4872802067122,23.1718998240737,24.5327832567198,23.2103549229505,23.6196617457625,22.9813619752633,23.6017822594299,23.0729981098075,23.2886540623126,23.4135396207998,24.5986277824228,23.3923593331514,23.4580941428826,23.7015074950552,23.5270280495489,23.6281696792675,23.4145197605972,23.3398766093008,21.7637403497359,23.4393522131267,23.386858191039,22.9152602264917,23.2307505469499,23.2707458446989,23.3003403176988,23.1292772623285,23.1080405486487,23.7228300347423,23.5880426973057,23.5572717693999
P21707,28.9874420049828,29.1194475550052,29.0710698677086,29.1527188690412,29.5561223809027,29.4460944335922,28.6714943279555,29.4078841206942,29.4723155867482,29.4105581680592,29.0287541892437,29.2992460550478,29.2196317173798,29.5030601898003,29.0393189920037,29.3226733483673,29.1042652502768,29.2673301981965,29.327776798428,28.9265564976279,29.026716294322,29.1346298505925,28.9134948751717,28.8092735537443,29.3835841713957,29.3439965718408,29.0735141448124,29.4571190011133,29.0781577486629,29.2573850935341
P48037,30.6365684056652,30.4453005765463,30.7149135815667,30.6070092300383,30.7250667184843,30.6015893008892,30.5630731788282,30.5152915545846,30.555068920021,30.7956695948071,30.6905970251838,30.7725289299996,30.9398435101456,30.6514507820405,30.5668168347367,30.4302108954655,30.8612166768132,30.9598657339299,30.4945156153034,30.74725679501,30.5541749918191,30.7363934057649,30.7222961176512,30.5083638549107,30.8399940611315,30.6892772550241,30.4550460527851,30.6809681844972,30.8385732868388,30.9624317034099
Q66HA8,28.5368457488775,28.3731745637469,28.9193578885922,28.577922424785,28.6865291152882,28.3074712611426,28.4066257087619,28.5204763268651,28.4118318859233,28.4792249746339,28.7519371133484,28.5183812614089,28.482774033747,28.6308406448043,28.7925430928747,28.7278793345778,28.4896062254966,28.4720032459198,28.475195715524,28.4925699234864,28.7832275258751,28.5161167581206,28.5121588070639,28.9124015230045,28.4254904084183,28.7883034258729,28.5192773190761,28.4616995513594,28.6805100694481,28.4265414987531
P08413,27.7748678783607,27.5094149754282,27.5387279603537,27.1385924705651,27.4511315107928,27.5005612773405,26.0293404254233,27.475217186904,26.9450938461282,27.0447774813572,26.8854022591263,27.4120707057194,27.090762698952,27.4163277774073,27.046432525729,27.2239620376351,26.9148720801882,27.1862617474959,26.7137169101226,26.7153779410349,26.6067452232633,26.9285740425243,26.818339506723,26.6103884590668,27.0566324851695,27.1546100327679,27.3499289468995,26.7791215124704,26.963905159011,27.04711903696
P84079,25.8802705366774,25.6385458484419,25.777564971634,26.0541854649597,26.5815526749936,25.6156019196763,25.9063961930596,25.8039908925422,26.479860897961,26.3937574209084,25.557460066668,25.7996137052047,26.267463327799,26.3871822784557,25.8604476869018,26.3006127220529,26.1480490786401,26.306468514732,26.5428992529913,26.1769697646183,26.1471199097386,26.4976163300081,26.3659713138633,25.491680953985,26.5091573764009,26.3275040857764,25.5825835196387,26.1097274711889,25.8905540811011,26.4105971727284
P52303,29.1207432098836,28.8856289739483,29.0325638660633,29.0499539883251,28.5485644438818,29.7034248240688,29.5897058114271,29.6032520896552,29.4813946793509,29.1211098334221,30.7733614679711,29.7805100766689,29.2580994954366,28.5973012386253,29.9399413973367,29.188320195356,29.800712902158,29.3071679383541,28.3732959714305,29.326470742534,29.191232560345,28.9500635665697,29.1755648479492,29.5627389192624,29.6670410366729,28.7257946483648,29.6851819457005,29.4873854897526,29.1606221496811,29.1118527374167
P62738,25.0287338044908,25.3085753657023,25.0664387780042,25.0041076907741,24.5904568260583,25.0030614412925,18.4627393298373,24.9717011619632,24.3305369820793,24.4732306544997,25.0344486987545,25.2158432883727,24.179890356829,24.3957724455538,24.1903707743033,24.1564907156004,24.7290209790584,24.4609227630774,24.5831369892667,24.0000078972259,24.0218007818355,24.1369051739711,20.6482505410378,23.5508683849992,24.0249561557762,24.0887689667914,24.9454274607765,24.6533487770631,24.794926894578,23.6726881124873
P24942,27.7198082838309,28.1977156397782,27.8188239854304,28.1135788038053,28.4958506806533,28.2677444350873,28.0337142422225,28.0832790182845,28.3684582268255,28.4111989554812,27.6533412705258,27.9562585581821,28.1612407911705,28.4721714400971,27.9351728660132,28.1765074871286,27.9695783755611,28.0840284066959,28.5742799972644,27.9874748598929,28.0850013850613,28.2095227189449,28.0618484791759,28.2668391671915,28.510829894305,28.4368926464837,27.9222514768644,28.0269262220246,28.0234161703648,28.3592037327011
P97700,28.207512571607,28.1534510604737,28.1189425524096,28.29118821812,29.1484813540909,28.1178994845953,28.5952519878872,28.2404991436375,28.5102743226724,28.8407220118533,28.1173368713782,28.0778288629565,28.5076154708576,28.5767599048583,28.2781226991243,28.8494324156322,28.9241989869854,28.8142204478323,28.8846864000703,28.609851572355,29.0357793319939,29.0215917099442,29.2216761688488,28.2849842618497,28.6086793633207,28.480094444017,27.8789152982684,29.0274331940357,28.189071905405,28.8899484915365
P63045,25.7637018243223,26.7015488288097,26.8921187015305,27.1574154886012,26.8462868462578,27.3045380501391,25.7270530191795,26.9727011869239,26.6128295836929,25.4554630963089,25.8455876922002,26.7311631902169,26.4073459605704,26.5315271770426,24.991616233056,26.0900479728188,25.9209300775915,26.5663177991723,27.1238434606909,26.1072614341301,26.4470579554555,24.9957365578294,25.6538388211446,25.7539886434092,27.0302711095018,26.2443827878256,26.2154647802668,25.9128161966668,26.8633472468975,26.070750711533
P10824,24.7169456424108,24.8402379432868,24.4223889068915,24.9483670489659,24.8827026604014,24.8987180684572,24.5663508012423,25.1059301675883,24.9644301245543,25.4381291829208,25.064821135293,24.9499635407607,25.0376977463978,25.2072419559464,24.9013630757033,25.0603995713897,25.0447748539804,25.1479156273429,25.1823733925333,24.4355757493672,24.75752551878,25.3757041313394,24.9547910422067,24.7197394256634,24.7704585585864,25.1552456965721,25.1695405311167,24.8800860533603,24.7408558607195,25.2444888302201
Q8CFN2,26.2774975370967,26.5455151375017,26.2496291272276,26.9248088081598,27.1982479036283,26.5247428634175,26.8760851305489,26.5274190509462,27.6285074641304,27.1189713512602,26.3852249973297,26.4575043302385,27.0178200975052,26.8853999900533,26.9296909426584,27.1235388154791,26.9087222470357,26.8131823184109,27.140881625653,26.914324495234,26.9353176767708,27.1195058867378,26.8968545787675,26.6044559500132,26.8995267937059,27.1196301687065,26.5212290210471,26.8867573458173,26.6787428898695,27.0077402978411
P13264,27.070434564382,26.7491678315906,26.993813050072,26.9921781512321,27.9242418543352,27.3547724648066,27.1432842134106,27.1730039987547,27.7642523095144,27.9405073016179,27.1876466838758,27.4811337974766,27.7555144860361,27.9169249901103,27.0671334679574,27.6538662658134,27.6920639191576,27.7469533660832,27.3470809492844,27.5159017450207,27.4694655819873,27.751126707331,27.6361919063776,27.1126644168501,27.7165911813959,27.7657757423099,26.9153263810562,27.6671474028163,27.0232178382303,27.7509765141836
Q920L2,28.2573380549726,28.1411295480902,28.1452500635472,28.1438484644818,28.2375760945807,27.9984324297648,28.2849438767014,27.7365751149974,28.083041399949,27.9480607552293,27.9456848739309,27.6045693677292,27.9121149748056,27.6254070047403,27.5911479385157,27.9271546836306,28.165929740797,28.0027935832016,27.9827709351073,27.6952227558004,28.2403003512124,28.0714668373507,28.3249436440894,28.1616962855728,27.8701417403435,28.1019412215109,27.8382377489529,27.939658448192,27.7655327033836,27.9027367207488
Q8VBU2,26.9964611612174,27.2284764300877,27.457949186535,27.7334213054659,28.1794127465154,27.351670916539,28.1592522380483,27.0931634871013,28.2579633714929,27.7932525557015,27.0552642734857,27.4287634532697,27.8651234894889,28.0795335598527,27.3522892763803,27.8532756161658,27.8042315596601,27.9960978010598,27.7713258923644,27.9193899965833,28.1825445314371,27.9959096698185,27.7343191844866,28.2952912588586,28.0498393340314,28.0714468661943,27.3757257636024,27.6706004428237,28.0259405295632,27.735263853986
P15791,25.3903118060807,24.6713090185878,26.075796020851,24.2924079499807,23.7708002762412,23.8154086783228,23.229243056966,23.7015901278265,23.2526913030066,23.3153951624324,24.2073605332865,24.0929546601422,23.3605080524609,23.2475916856906,24.3549970882074,23.3557729753394,23.1809209166568,23.4543767718351,23.6013757546868,23.219828440845,23.3816581812599,23.0665145800729,22.9653980348287,24.2706997476385,22.3426926293616,23.3930448336676,24.4275286544032,23.0896162099357,24.420574658894,23.5398433924089
P63329,27.9861216698423,28.0598558455262,27.8520308043071,28.1018574725197,28.091403234582,28.6730375657324,27.2667262046128,28.3998170557489,28.1760445084032,28.4025174442869,29.5223044419351,28.4233253237746,28.0892048924593,28.8098867152925,28.1726950896502,28.3034005819796,28.1569603240732,28.0693727138812,27.8853713585033,28.2225726422183,27.8059606725758,28.2767448235994,27.91934776221,27.7606998430052,28.3386897144621,28.1240514828938,28.2575343625072,28.4951656971173,27.9805649653296,28.0847236287543
P01830,27.3417149515644,27.702343019949,26.963995068971,27.9311898623491,28.3411244163195,28.0181101305284,28.4149798701503,28.0915860302273,28.4991712558228,28.4808383317468,27.9664455685725,27.890501203023,28.3364515901358,28.3902070400272,27.7503969361813,28.3241992567967,28.4529609115426,28.1243449454621,28.1557768905809,28.1715368040366,28.1282328406918,28.381343412519,28.4059439386245,27.4242931515455,28.5458111620026,28.4498507654329,27.7633135188499,28.5339471888478,27.753891365967,28.4218076844385
Q05140,28.7314634595877,28.4268735756358,28.5258222352272,29.185669106131,29.0517785848975,28.6552197035835,29.1079864137275,28.6519912451877,28.9197139617105,29.2217088856025,28.4963630264261,28.6192290642972,29.1551100340663,29.1261566956305,29.0094764836798,28.9991811729819,29.0956178395289,29.0521159251177,28.8944755222267,29.1323882084163,29.1158154813685,29.2730134016669,29.4165077863895,28.7118045976561,29.2275259324803,28.9905441461158,28.6166958565791,29.0239894386877,28.7298729146769,29.1328174038724
P37377,26.1831787905405,26.4206852260721,26.7553726307166,27.1381105507716,27.3638925170769,27.4352543784813,25.7234053837847,26.9215127493699,27.2750315069747,26.5819706335255,26.0792826361121,26.8275151175,26.9242993290564,27.4309490203569,26.1808843457866,26.9283921673631,26.7744298979105,27.1312481882139,26.9160647699186,27.1115711106102,26.3666244783876,26.7409183832734,26.55954268488,26.0747062734988,27.1869483700474,27.1233766888697,26.9136467882098,27.1869840318709,26.8100906031212,26.9111782845544
P55063,25.5407832022444,25.6650576326999,25.9042068644294,25.9049066961345,26.0176677401503,26.043753749403,25.7243815365589,25.7307842215941,25.7697549896857,25.9503925336951,26.0912741417298,26.1269845838663,26.2445956897929,26.1503111036591,25.9706914801199,25.7973933323886,26.1334544678418,25.9330222616711,25.9822431436125,25.6631282382404,25.2167772519351,24.8133972184122,26.5741171316831,25.6956721858067,25.826641147868,25.6233984424296,26.0022723205704,25.9764889064075,25.9845058403369,24.2865238561461
P63100,25.308164871248,25.3795859704901,25.7457674652053,25.577466560945,26.3497426517946,25.6645819093994,24.9534961561921,25.2875881355797,26.1774775815054,26.7869569610499,25.0803136532663,25.4205405730699,26.1870871585039,27.3466433379116,26.0880484817565,26.4733448993288,26.3279458321769,26.2936966900595,25.8166516831109,26.789947368358,26.0627044215882,26.8171759356064,26.705572567103,24.8960015734453,27.2082816280403,26.5300531845775,25.1021567387223,27.0157467682957,25.7946691399309,26.1981161023159
P61589,26.510716719259,26.3055536287846,26.142064336664,26.464568225978,26.8875105312482,25.5278798479473,26.2452847877302,26.249233171161,26.7035432959517,26.8266861361906,26.1614601615652,26.6234847753171,26.6985458592964,26.7242993337455,26.2728879851471,26.6709513245074,26.1581201614962,26.6680750519748,26.419790975886,26.3576713565162,26.5586016466823,26.7642624001291,26.5718501170007,26.1064526758105,26.6289984139367,26.9321737136589,26.3812795558304,26.4870036673637,26.4212230936078,26.7411063240588
P62747,26.9495922375427,26.8663794292472,26.7741792175434,27.1076575726511,27.4520731056977,26.6974464959316,27.0685274897528,26.834205738296,27.1421047455876,27.3347795901967,27.0245716373721,26.8453817322427,26.9742513645725,27.1818242072628,27.1381767075039,26.8895488659994,26.9695357732121,26.8495369790038,27.2265993900399,26.8347468170182,26.9424430683136,27.1519943806296,26.9926620946625,26.796499039168,26.8285773768574,27.2036862212489,26.8692866168692,27.0223731562412,26.7853328937548,26.8895926595005
P49432,27.752469349757,27.6266329437752,27.7021180429931,27.673239214451,27.9315789367847,27.8110526186225,28.1582912673809,27.9047445788189,28.1414729562405,27.8224001645333,28.1785320039662,27.8029892940443,27.9201423308057,28.0187731358289,27.7995528414821,27.9404081800211,27.7266106968837,27.9156955162465,27.8236759146162,27.8732796941103,28.047435546459,27.6703458722591,27.8503763217795,28.0649269651389,28.1910532839037,27.8897819881863,27.7478096640981,27.7844730694555,27.884880429075,27.9208456727411
O88767,26.6919075998744,27.0505800761458,26.5730709368316,26.8103854298416,27.2721180380062,27.2714055617755,27.4091344980626,27.2141648862113,27.5227765742221,27.4980395872971,27.3074746942312,27.0833019177429,27.5851632528756,27.5747893783113,27.6034928759323,27.4310888000367,27.6910928024963,27.4985023360201,27.6359230457783,27.8390126779452,27.9774715381165,27.6112677862029,27.6489921680538,27.681929257137,27.6032345448712,27.4469856047411,26.5667727913736,27.5376283078267,27.1952942508969,27.4533893886411
P61980,31.6944107237258,30.9527831720404,31.40176183697,30.8489997603122,30.7017205607944,30.9679306791433,30.003829106048,30.4458974832806,30.4945727904446,30.4582417457526,30.6025366074512,30.7366691709033,30.6110123686335,30.5869692969868,30.4260511189644,30.4728147503843,30.4518685602285,30.7152129390449,30.52630142926,30.216125253193,30.3828143811049,30.4461295516079,30.2939215872931,30.2624341589219,30.4849313041283,30.5404379795185,30.7272058221922,30.2406522956342,30.6818810006681,30.5537774634729
Q5U318,26.7764918691201,25.8611289656875,26.4238299995461,26.7606539087724,27.7617283399573,26.0157365318852,26.7650587183975,25.8713460560522,27.2567821155981,27.38033315218,25.9190885931638,26.305982500671,27.0434415838719,27.276782799053,26.5543553222313,27.1374454427522,26.8592220907973,27.0991022305897,27.1788010347132,27.0600506475357,27.1835153511735,27.0810141422818,27.0828791048712,26.651108506415,26.902948452323,27.1863154910087,25.9186387924631,26.8280978480358,26.3681993337237,27.2770137510778
O35814,27.7974657050746,28.1748605283336,27.864578858425,27.8784736708194,27.6553331692843,28.0121421769916,27.6835500182104,28.0229899742515,27.6803605519969,28.0105449067263,27.6747012564419,27.7408280033668,27.5971809550183,27.4221321457745,27.6742184944999,28.1736107410387,27.6320514249576,27.684128728015,27.8164044105503,27.7791671688516,28.1269030724827,28.1117084664639,27.8363997137507,27.8417002732551,28.2336227402691,27.8112734134659,27.8076681993745,27.8765520387142,27.9033709613625,27.7897568379745
P09812,29.4124821480088,29.0825546258158,29.4437969330476,29.1838256054026,29.2721175980674,29.0254401764187,29.2461821072463,28.834480916792,29.3762528232305,29.6775362525433,29.3499055460063,28.9830565670491,29.5631743696808,29.2525579468625,29.5154848416505,29.421596677511,29.2045900563973,29.6023788155058,28.9781440288015,29.4006143341792,29.9389746656019,29.282073204978,29.7095648544081,29.6265056864525,29.5537359684081,29.3858075599987,29.1817083411564,29.072888748867,29.2981136119908,29.5631520394361
