protein_id,mean_intensity,mean_treatment,mean_control,log2FoldChange,pvalue,padj,-log10(pvalue),s0_corrected_-log10(pvalue),regulation
B0LPN4,30.955318028396757,30.856237522875514,30.89211164233497,-0.03587411945945718,0.7378559295892863,0.9239925005196977,0.13202842827512834,,non significant
P20171,25.324362204610587,24.997231645586762,24.888680567108654,0.10855107847810785,0.729255364325489,0.9239925005196977,0.13712036757010976,,non significant
Q63569,27.17926567735586,27.147524185495783,27.07959990365758,0.0679242818382022,0.7310175829271427,0.9239925005196977,0.13607217697319576,,non significant
P31643,23.977616796771063,24.190702618678262,24.068161942168302,0.12254067650995992,0.7482984400218571,0.9246612300823969,0.1259251601499513,,non significant
P27653,29.3627033922316,29.250473228095434,29.306182643473306,-0.05570941537787277,0.7432089475328332,0.9246612300823969,0.1288890704881163,,non significant
Q5U1X1,27.478971249839415,27.385001518350332,27.326786410318704,0.05821510803162866,0.7510238432118648,0.9246612300823969,0.12434627496524689,,non significant
P63045,26.31979837309065,26.05511489848401,26.188092361506772,-0.1329774630227618,0.7481088111965644,0.9246612300823969,0.12603523012295925,,non significant
P05942,23.40398631625779,23.16855883801705,23.011047151567798,0.15751168644925073,0.7500568164462578,0.9246612300823969,0.1249058377622931,,non significant
P62630,27.663091211007785,27.594303176555837,27.544848576287645,0.049454600268191484,0.7459757155284958,0.9246612300823969,0.1272753103070033,,non significant
P62744,24.889801881079084,25.01564489514349,24.893215241617067,0.12242965352642443,0.7480358334574104,0.9246612300823969,0.12607759745629793,,non significant
P09330,27.98410593609435,27.8001551288492,27.888199207493653,-0.08804407864445096,0.7452269379212513,0.9246612300823969,0.12771145493104522,,non significant
Q9JLT0,30.690275615196622,30.637501923919032,30.685571767876976,-0.04806984395794345,0.7484570898175631,0.9246612300823969,0.12583309336988652,,non significant
B0BNN3,24.07819614700491,24.077124373956035,24.234020592060418,-0.15689621810438226,0.7433042954978576,0.9246612300823969,0.1288333574356807,,non significant
Q62813,26.985617918966554,27.053596074542515,27.013302481680437,0.04029359286207779,0.7504039995398907,0.9246612300823969,0.12470485989888035,,non significant
P51647,27.687870981869523,27.595499970323726,27.636991805170567,-0.04149183484684116,0.7437406414124144,0.9246612300823969,0.1285784860143427,,non significant
Q6AYZ1,32.94612660174396,32.9042685456384,32.8140532540523,0.0902152915861052,0.7503981034304157,0.9246612300823969,0.12470827227124394,,non significant
