Protein.Ids	Description	AC1R1.raw	AC1R2.raw	AC1R3.raw	AC2R1.raw	AC2R2.raw	AC2R3.raw	AHFD1R1.raw	AHFD1R2.raw	AHFD1R3.raw	AHFD2R1.raw	AHFD2R2.raw	AHFD2R3.raw	AHFD3IPR1.raw	AHFD3IPR2.raw	AHFD3IPR3.raw	AHFD4IPR1.raw	AHFD4IPR2.raw	AHFD4IPR3.raw	AHFD5PioR1.raw	AHFD5PioR2.raw	AHFD5PioR3.raw	AHFD6PioR1.raw	AHFD6PioR2.raw	AHFD6PioR3.raw	AHFD7CrR1.raw	AHFD7CrR2.raw	AHFD7CrR3.raw	AHFD8CrR1.raw	AHFD8CrR2.raw	AHFD8CrR3.raw
Q4V8B0	Oxidation resistance protein 1 OS=Rattus norvegicus OX=10116 GN=Oxr1 PE=1 SV=3	641445280.25	391917266.59375	442551390.75	678716239.6875	566148435.390625	456117729.0625	593321014.0625	269875185.21875	343379295.9375	359476397.46875	319836848.464844	413024793.75	227168468.9375	700975805.6875	539547237.25	616062760.25	358246910.0625	765719555.3125	663385996.5625	222847380.15625	779553760.25	705958489.875	815823155.1875	412479804.375	274367934.3125	626723433.25	373240454.25	778495264.8125	571006971.875	314052550.5625
Q04970	GTPase NRas OS=Rattus norvegicus OX=10116 GN=Nras PE=1 SV=1	146391540.0	73166550.625	334905352.0	207584680.0	141446032.0	58946936.0	142601152.5	351571552.0	67642912.125	107392380.0	231817744.0	291530356.0	84639722.5625	143182585.0	380070612.0	207138738.5	134298056.0	219299572.0	274358699.0	87761620.0	305485804.5	220901885.25	121518610.5	324406916.0	87183493.0	102914493.5	403408728.0	245437245.0	339554452.0	192206748.0
Q6IMF3	Keratin, type II cytoskeletal 1 OS=Rattus norvegicus OX=10116 GN=Krt1 PE=2 SV=1	294252774.5	276429923.0625	243230919.75	329800202.375	329817021.4375	284823348.34375	473364715.0	294360418.78125	390656325.0	324303488.0625	360363818.9375	331003261.75	303169708.25	325425521.375	354029799.9375	370185683.75	397212281.75	329623709.875	336260182.3125	338085730.5	432580126.125	364921168.75	309254953.0625	404319176.125	398950515.125	478981062.25	364852402.5	382671702.3125	363161647.25	394122926.0
Q9EQS0	Transaldolase OS=Rattus norvegicus OX=10116 GN=Taldo1 PE=1 SV=2	666864981.875	568422582.34375	562992376.453125	616854710.625	408648663.203125	357340461.375	587397774.625	426036631.125	494640209.875	464043222.5	722687022.375	524141715.625	516514441.75	469636444.25	778266300.625	626975861.375	713367715.5	573247747.0	571078376.75	466811230.75	721350455.625	711149178.25	565014988.75	748395179.0	442232924.25	835146920.25	890111277.0	593925356.03125	741148525.75	695460546.0
P49911	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Rattus norvegicus OX=10116 GN=Anp32a PE=2 SV=1	349338427.75	269959291.5	300099742.0625	308642013.8125	232621053.0	233890940.5	232482857.9375	245417759.375	254095353.0	251010476.5	439069624.375	273539336.25	248733251.75	201550523.25	460418366.125	305509429.75	374058611.375	270661454.25	291346975.5	229049157.875	336881327.0	376112206.5	284162271.5	338775865.5	211657576.5	430877228.0	512578495.25	300766250.75	398729884.25	378531516.625
Q5XIF3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ndufs4 PE=1 SV=1	72405115.625	56865434.5	76322491.8867188	65216636.75	65392578.125	36212921.0	98638347.5	38847691.25	65488713.25	63493521.0	48525375.875	51288961.875	58568422.1875	56317898.5	62966571.875	82317263.5	73405632.0	60432310.5	57789823.5	58039471.875	85910714.5	71201664.125	73138705.125	77685149.0	70227813.0	87555762.5	62308453.875	66957711.5	62914579.75	78449524.75
P07943	Aldo-keto reductase family 1 member B1 OS=Rattus norvegicus OX=10116 GN=Akr1b1 PE=1 SV=3	177728376.0	151080852.8125	151446423.9375	148689628.4375	133096165.5	192398888.1875	176815185.75	172478545.0	160533023.625	118995095.8125	198252096.875	155736703.625	169740879.375	225381905.625	152172827.75	164406351.375	246918248.0	215600786.125	208125929.0	222871151.0	172345126.25	225365645.75	117385868.875	229884612.0	217324562.75	256455966.0	280653314.625	258000322.125	317437364.375	226118243.5
Q02253	Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Rattus norvegicus OX=10116 GN=Aldh6a1 PE=1 SV=1	214905845.5	136917963.5	177976693.21875	198556586.75	274733859.25	102007380.171875	232486400.5	114971310.875	278873520.75	242796296.5	137413164.0	147915676.625	272078711.375	330709881.25	177984545.875	271907229.25	322041086.625	284368431.375	217479779.0	178440192.0625	251068403.726563	305470094.5	247111959.875	157095999.25	245240857.75	349101188.25	159535093.75	214190771.5625	174658215.125	286794039.75
Q5U316	Ras-related protein Rab-35 OS=Rattus norvegicus OX=10116 GN=Rab35 PE=1 SV=1	549034038.0	239474123.375	490546033.125	280119227.5	236140991.5	261258459.875	123674337.25	176543333.75	225283504.25	222203363.25	266247173.125	264133876.0	171784531.75	236352654.375	270858814.25	248879808.5	218899462.0	226057992.75	229234540.25	128493755.0	204450599.25	200177212.25	146104493.0	181806628.5625	140156882.75	281336240.0	322159831.25	164853793.5	264745830.375	242200083.5
P63029	Translationally-controlled tumor protein OS=Rattus norvegicus OX=10116 GN=Tpt1 PE=1 SV=1	88362766.6875	93502248.875	82639470.25	120854256.125	101746044.0	141044728.0	93662216.5	115407777.0	127425645.25	98405974.8125	89080067.25	122542155.5	93145105.75	107510329.625	131434045.875	105658130.875	101759366.375	100233609.25	126952065.1875	114308426.46875	107389612.4375	121645090.75	72818247.25	114206532.5	117415337.25	151618609.0	122939905.5	119964454.375	133225532.75	119858008.5
Q6PEC4	S-phase kinase-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Skp1 PE=1 SV=3	228940605.625	167999126.625	125607859.46875	156591283.125	144549555.0	137308545.5	240090818.53125	173394092.375	201554097.75	196413294.5	332702373.984375	215658780.125	150711066.75	212183386.25	222497883.5	231434709.5	261010335.25	215228725.5	197082295.25	114956242.046875	289314213.5	217404117.0	173709983.125	264924482.25	215412149.25	226550107.25	227720333.125	256527872.25	227901898.5	267824518.0
P27952	Small ribosomal subunit protein uS5 OS=Rattus norvegicus OX=10116 GN=Rps2 PE=1 SV=1	458611756.875	303104423.6875	353400546.125	346102346.875	306271384.125	291990959.5	250062249.125	248821248.125	323023308.375	250203590.75	277842456.4375	340648765.75	288092721.1875	335909184.375	277019980.0	311368086.375	328417659.25	335051362.625	298654813.375	253653262.0	332593398.875	340908404.5	272842258.03125	339744266.5	331427975.375	453555865.625	420742372.375	352146776.25	376337345.5	373706953.75
F1LZW6	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial OS=Rattus norvegicus OX=10116 GN=Slc25a13 PE=3 SV=4	334962627.578125	284357555.4375	264719582.632813	346291376.75	313458160.75	278599924.125	389250627.78125	314918112.625	372943542.375	375086425.5625	385576926.0	332652137.125	341738007.3125	377795556.441406	440306760.3125	414157239.0	447469692.9375	377408149.0	390229547.65625	316245182.4375	433613577.75	457075473.9375	378587778.75	412369506.03125	366959262.5	503257763.125	447717428.40625	374734147.5625	406941170.125	471962116.75
P08082	Clathrin light chain B OS=Rattus norvegicus OX=10116 GN=Cltb PE=1 SV=1	105866406.5625	85190869.75	105948459.625	110749777.6875	94141877.59375	113349304.25	67208923.75	108757758.125	117210053.375	113211225.546875	70007472.3320313	119280900.875	95778050.25	124658790.0	126046761.171875	123653576.710938	79479541.25	122792539.5	124001717.5	84968724.5625	75659575.7109375	86723689.984375	80462597.5	122477600.5	112231306.5	132050023.0	134764104.5	81399666.25	108055732.375	134488170.5
P35289	Ras-related protein Rab-15 OS=Rattus norvegicus OX=10116 GN=Rab15 PE=2 SV=1	53325606.75	79286079.125	48809822.75	116897620.75	181099126.5	88208266.75	111412255.75	84552244.25	90031850.0	156024382.25	64154269.75	98126102.5	114014324.125	91652256.75	100576386.75	151515572.25	136814292.375	149816474.125	136648559.25	132133967.75	148485209.25	166127184.5	105257021.75	117206329.5	127264941.875	205287191.0	113209800.25	140179853.75	131739238.25	201667440.0
Q6P502	T-complex protein 1 subunit gamma OS=Rattus norvegicus OX=10116 GN=Cct3 PE=1 SV=1	527348091.046875	454062034.054688	656123589.4375	458824826.0	298778825.0	283014314.703125	491259410.875	337207280.25	350268777.75	410086784.625	576311606.289063	447974412.25	382477128.875	364563338.5	707617315.398438	526376272.25	508886543.875	522659675.609375	399769760.625	317257620.039063	683329998.75	432423530.5	500926336.75	803782643.25	348599267.03125	590694777.132813	742088562.0	493941771.78125	801441049.6875	562663490.445313
P35571	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gpd2 PE=1 SV=1	332542650.984375	328204794.1875	392890211.6875	416545198.875	239975608.125	270039411.21875	311157316.25	290188954.625	303062255.875	209027063.875	288537104.875	291561337.625	242992942.28125	273121613.125	280038934.25	305694877.0625	354370404.875	311174084.5625	247390656.078125	299166381.773438	349234769.3125	229816283.6875	245497231.734375	362762877.5	232285428.3125	328022286.5	449375093.0	265426773.0625	339668001.625	287843163.796875
P84087	Complexin-2 OS=Rattus norvegicus OX=10116 GN=Cplx2 PE=1 SV=1	185307619.84375	106094211.9375	120756530.75	157956361.375	237215613.5	130097431.25	155457283.53125	81030780.5	218308019.875	149860384.875	112562447.8125	103051567.5	172555529.375	231846539.375	128535027.875	169306182.3125	180678908.3125	205976442.0	173454158.5	149391632.40625	216125157.125	156216103.375	158197823.5625	136007341.625	194660989.867188	243900918.5	117801904.25	171630910.875	121532008.75	206511652.5
P19491	Glutamate receptor 2 OS=Rattus norvegicus OX=10116 GN=Gria2 PE=1 SV=2	494999987.125	437869378.125	441317575.125	286650866.0	299083769.375	362726260.75	239170981.3125	434037353.25	620844489.625	547687813.25	416193476.75	422340464.75	663226811.75	616152567.75	442900463.875	583568209.0	872168882.125	609850021.375	510752388.5	877231862.125	471073431.375	542793036.3125	525566959.9375	661316652.0625	622516748.25	685614813.75	473292477.0	545535803.5	446548439.125	455092901.5
Q9EPC6	Profilin-2 OS=Rattus norvegicus OX=10116 GN=Pfn2 PE=1 SV=3	64675344.25	66930293.5	52447313.875	67931580.25	95559899.625	102483951.375	92428189.0	93305744.75	101411790.125	90665424.625	64827677.078125	94112507.0	76524610.75	105260419.25	101747675.25	106247964.75	58677840.375	101323099.0	109465992.445313	74742381.453125	96831263.296875	92636566.5	67626513.0	88986946.0	88703768.75	124208555.125	98938310.125	95533729.734375	99742404.5625	82684952.0
P31647	Sodium- and chloride-dependent GABA transporter 3 OS=Rattus norvegicus OX=10116 GN=Slc6a11 PE=1 SV=1	60010391.65625	57002218.1875	26447582.15625	78913187.0546875	56059384.8046875	65381616.875	275074546.863281	82322711.875	124737009.40625	115165770.4375	127499430.875	84622621.4296875	108111962.96875	131359194.0	124757686.25	109041332.25	132985305.5625	127574536.09375	185101167.25	102204637.21875	251897526.375	110192648.65625	155302035.9375	189302480.25	114566997.75	165827912.953125	119595490.78125	151604191.875	158787411.625	147880637.25
P10499	Potassium voltage-gated channel subfamily A member 1 OS=Rattus norvegicus OX=10116 GN=Kcna1 PE=1 SV=1	386522314.640625	303598061.515625	259822225.980469	247915250.734375	185913444.4375	296643467.0625	283954951.875	279749877.328125	226363235.5625	200074398.875	288860529.875	306072936.125	198880000.125	213209892.625	309575050.125	234971034.25	270607544.125	226241724.4375	235462991.625	161735430.03125	319617836.1875	240250716.125	224666321.75	318837103.25	245520473.6875	289337135.5625	362513339.875	228904354.625	307244724.8125	267963334.5
Q01986	Dual specificity mitogen-activated protein kinase kinase 1 OS=Rattus norvegicus OX=10116 GN=Map2k1 PE=1 SV=2	94700121.6796875	83058134.625	111234327.875	108137261.25	98835287.1875	98495701.5625	176883381.8125	112896996.8125	168333670.875	129204327.75	116044408.621094	122856633.0625	127877639.9375	173487530.5	119602844.5	158186205.5	172792896.75	142247563.25	144125495.375	133404914.375	146217209.40625	169452949.0	129303978.75	148943591.0625	180239368.0625	199465954.125	146344505.375	208987955.25	142691882.5	171622248.3125
Q6P6Q2	Keratin, type II cytoskeletal 5 OS=Rattus norvegicus OX=10116 GN=Krt5 PE=1 SV=1	594337254.625	378830712.375	469778057.515625	471164283.875	575013499.0	402034493.0	435136566.375	356072117.8125	530903283.6875	378124888.640625	504868945.34375	436332606.5	447884662.75	477542181.6875	445283809.9375	532641776.8125	645826573.0	535780450.25	471888278.625	388778617.4375	506558208.75	493997221.8125	444600689.921875	471342508.375	462690846.75	586972980.8125	443984772.875	524160377.75	391070035.0	548546283.25
P60905	DnaJ homolog subfamily C member 5 OS=Rattus norvegicus OX=10116 GN=Dnajc5 PE=1 SV=1	27943437.125	33075627.5	22579589.75	41536372.5	54171716.0	38824861.5	67584068.0	29668772.5	63545386.0	49980976.5	30029456.75	40002778.0	57405571.5	71160980.0	34484199.25	51769143.5	56261864.0	57750172.0	53102286.5	42631790.5	77183946.0	58035849.0	60973575.0	51225471.75	61587545.5	76435825.0	43204962.4375	66114881.5	46623198.25	53801594.5
P62882	Guanine nucleotide-binding protein subunit beta-5 OS=Rattus norvegicus OX=10116 GN=Gnb5 PE=2 SV=1	191088820.6875	177409806.257813	172635438.28125	166110149.875	122226989.0	176506363.375	186331053.75	165836370.65625	190328342.875	167016575.875	261556065.0	189202090.6875	160798353.6875	183057052.25	226169677.75	225482477.0	226616757.75	204488676.75	185288995.875	150913400.1875	305810940.75	212683712.1875	230622974.6875	318289895.75	229310188.5	275910354.625	286640584.09375	224225935.625	268444121.0	225220391.5
G3V9T7	ATPase Get3 OS=Rattus norvegicus OX=10116 GN=Get3 PE=1 SV=1	98249675.375	99520262.375	100797452.5	126242035.0	174270647.5	73498708.1875	213062933.0	79214229.0625	155714103.25	163139915.25	96562538.0625	93851233.25	176370005.875	176716746.75	130666405.0	180620855.125	187460702.75	145217391.0	156049289.75	123897886.5	179448453.5	137768058.0	179496013.75	129546884.75	165129596.0	136040220.5	63736161.25	146498842.75	106976386.75	134898914.5
Q6IG05	Keratin, type II cytoskeletal 75 OS=Rattus norvegicus OX=10116 GN=Krt75 PE=3 SV=2	219810316.25	154365812.9375	224481707.3125	166655998.4375	139536720.453125	141342594.710938	130968104.625	139426503.5	153212473.25	178673569.75	179791926.125	177425848.5	143625530.75	157946268.375	186199595.5	178607956.609375	182985955.625	189069408.3125	151460218.25	143679656.25	171273698.75	187705425.875	157609699.65625	178277859.0	156663885.625	202862012.75	204203631.0	181102289.375	194497840.25	198097760.375
Q6IG03	Keratin, type II cytoskeletal 73 OS=Rattus norvegicus OX=10116 GN=Krt73 PE=1 SV=1	630456427.75	299159050.25	412594240.53125	354987999.375	319100744.40625	334086755.070313	389531873.625	343569605.691406	445666131.875	506729319.8125	679620201.71875	526155652.84375	383912516.75	532580810.375	529071768.1875	557728305.5	606663677.34375	506389162.625	441654116.125	336745727.5625	503221755.75	591695177.875	412738680.71875	485327305.875	428248525.75	491407354.125	594833994.5	515571952.25	433442843.8125	672837851.9375
Q9Z0W7	Chloride intracellular channel protein 4 OS=Rattus norvegicus OX=10116 GN=Clic4 PE=1 SV=3	207863772.4375	125787633.0625	163948390.21875	83524008.5	147056026.625	95709744.0625	131989083.375	105712471.0	101472785.75	122149370.625	210680846.75	64581355.5	143973692.21875	124340374.875	62420208.1875	81652940.75	208203032.375	167914318.75	114597317.375	293904695.53125	166507682.625	162338543.25	165177979.375	192819735.75	142244651.421875	187767041.5	205351990.15625	183857947.75	172359886.5625	183375991.125
Q8VD52	Chronophin OS=Rattus norvegicus OX=10116 GN=Pdxp PE=1 SV=2	159866933.6875	108745671.5625	108670568.5	176723730.640625	135363574.5625	208315927.359375	303053450.875	234885934.25	283303132.0625	233938004.125	505774929.5	255712093.625	245429312.25	195241408.8125	345409072.0	296888142.5	361599448.0	258675608.5	176435432.125	154111274.0625	192224053.875	271540945.5	170405621.125	256916703.375	279451322.3125	236759075.25	295314311.15625	383948621.0625	229334216.125	329049912.0
Q05695	Neural cell adhesion molecule L1 OS=Rattus norvegicus OX=10116 GN=L1cam PE=1 SV=3	154812510.125	186670260.0	144671934.0	236722954.0	260140008.125	171746036.625	216308338.0	217045891.625	328116866.472656	236046247.125	170637104.6875	198198195.25	257731735.0	305983866.125	241823771.0	303167951.3125	310738349.0	270893170.0	289142921.375	266082089.25	280597657.0	272141873.125	202186436.75	230348460.625	290901882.5	365352951.0625	193348599.6875	271423095.3125	282002766.375	322456536.25
Q5I0G4	Glycine--tRNA ligase OS=Rattus norvegicus OX=10116 GN=Gars1 PE=1 SV=2	574444121.125	387437337.0625	424589910.625	375689914.75	274429783.84375	415562902.125	438600921.75	370547852.9375	371096271.75	359169726.375	431950082.0	466152916.9375	312703693.375	425119326.625	463941108.125	559659182.5	578196727.125	342324801.8125	430896816.875	428369961.625	530799641.5	464755279.53125	380289547.5	505599857.25	342144737.5	503218286.609375	574198782.625	523450164.875	503132825.0	450419204.5
P10362	Secretogranin-2 OS=Rattus norvegicus OX=10116 GN=Scg2 PE=1 SV=1	1538138533.125	737948498.125	1164982640.875	748500400.125	438198761.6875	755360569.3125	500125785.125	729491322.5	525822403.5	589501082.5	1398925211.0625	1123206545.5	551915241.0	577754504.25	836384829.375	675560024.25	730056626.75	709596651.25	594525190.5	409763947.0	634323527.0	590649691.4375	545407019.4375	799803670.875	483123855.375	667728026.25	1474665585.0	561441334.625	1070947219.1875	817736468.25
Q4FZT9	26S proteasome non-ATPase regulatory subunit 2 OS=Rattus norvegicus OX=10116 GN=Psmd2 PE=1 SV=1	193678315.75	288362205.390625	609977783.03125	467333217.8125	115158325.1875	217633091.75	547539378.875	279331738.28125	249422639.625	467148862.375	511508210.0625	461522346.625	169735704.625	185510772.625	199140583.6875	184456441.0	819250498.375	180331615.5	210144792.125	875021849.25	219401953.25	215930643.5	171177894.0625	288971269.625	190908844.09375	238292673.75	542513713.0625	266153996.8125	494155835.5	209508504.25
Q00729	Histone H2B type 1-A OS=Rattus norvegicus OX=10116 GN=H2bc1 PE=1 SV=2	3142932969.0	3342399345.75	3470002128.5	2367534018.0	1388351911.5	1285785502.0	4868126998.0	2343543091.0	2659215202.75	4035070064.0	7410196235.25	2875885013.0	2723994237.375	1921691819.0	6436350988.0	4049764682.0	5091224777.25	3269312253.5	2881014804.125	1347789959.75	6728394717.0	4422396853.0	6131259826.0	5487980220.0	2728389876.0	4044529646.0	6291790946.0	3520033264.125	4567538264.0	3652810076.375
P20171	GTPase HRas OS=Rattus norvegicus OX=10116 GN=Hras PE=1 SV=2	37149690.21875	38395392.375	57188166.0	55207101.375	68685570.625	34564842.75	22301245.25	40634756.5	50680000.75	31605811.0625	22428681.6875	27593217.5	57044922.5	62030928.5	47019200.75	49720322.8125	76997624.9375	67467773.875	33935748.3125	20924808.71875	61691137.0	32731030.75	23011603.875	42761303.0	44787436.75	57351407.875	26309801.125	48663031.5	34762318.875	75591728.375
P55051	Fatty acid-binding protein, brain OS=Rattus norvegicus OX=10116 GN=Fabp7 PE=1 SV=2	38223934.0625	46106510.8125	47931154.75	50960283.375	32450753.375	56947677.8125	39068153.0	57895819.0	55477604.875	33896953.25	78125495.0	64821607.0	37953737.625	55489731.625	48212596.375	66811757.25	73193313.25	67474763.25	52447848.375	68153133.5	63922111.75	77837502.8125	53602806.5	51979479.125	89439152.25	90071348.25	64936370.75	100161238.5	55583718.9375	67639648.375
P51146	Ras-related protein Rab-4B OS=Rattus norvegicus OX=10116 GN=Rab4b PE=2 SV=1	83145145.0625	80307082.625	71822277.75	82818650.625	48642007.25	96290136.0	49515090.375	85150962.25	79570671.125	70593701.625	93677264.5	66042038.6875	80506943.875	69317882.5	92077397.25	89127920.625	85959275.5	92969489.5	89469958.75	60535534.875	79954874.375	66437496.25	87288980.375	107503573.75	93757223.5	71631958.75	124725398.625	111511930.5	123825999.75	107324205.625
Q1WIM3	Cell adhesion molecule 3 OS=Rattus norvegicus OX=10116 GN=Cadm3 PE=1 SV=1	37438453.0	38956339.0	20188907.75	38738043.0	100637408.375	48020285.5	111889283.90625	44124247.875	118699719.75	95942688.15625	32924479.75	46300030.0	86732508.625	93411925.125	50017207.75	94590094.25	124890789.3125	38201712.3125	64554584.0	82093475.5	79277247.0	135749474.9375	72272793.1875	49252475.0	107609097.125	160038273.0	53471062.75	124575268.9375	49353356.25	101112641.5
P09330	Ribose-phosphate pyrophosphokinase 2 OS=Rattus norvegicus OX=10116 GN=Prps2 PE=1 SV=3	446421612.4375	270685209.5625	449232822.5625	263521800.5625	191464591.375	254860204.375	188090888.8125	253432849.71875	273222434.0	137824815.25	378713143.75	345718086.25	218789673.25	225317012.0	235164610.625	285292281.125	302296025.75	258786190.75	248900425.125	179752016.8125	240198157.25	280737351.25	174945220.25	308753654.25	216526752.5	332320613.5	435487200.875	226452862.1875	340655279.625	315055093.125
Q6AXV4	Sorting and assembly machinery component 50 homolog OS=Rattus norvegicus OX=10116 GN=Samm50 PE=1 SV=1	413986525.75	361949693.78125	160587863.375	417734819.4375	37955110.25	306798049.25	258305431.875	177597676.359375	488037962.375	240087240.125	342197094.125	340636411.25	96818358.125	479471359.25	377645170.625	453907616.8125	506156689.25	443588090.125	388159342.875	429706646.625	559516967.96875	567457287.5	683377525.1875	563356734.875	273257546.75	448521884.375	427655927.640625	813216179.875	484833506.875	482965065.0
P19944	Large ribosomal subunit protein P1 OS=Rattus norvegicus OX=10116 GN=Rplp1 PE=3 SV=1	14689210.75	9216028.75	10952504.5	16905636.25	35739851.75	19595123.625	14343576.0	7858244.1875	17000410.0	14369502.0	15087848.75	10314554.5	12394999.5	15690134.5	24820875.25	14042185.125	13325070.5	18601239.5	20515413.0	25912208.25	12903484.5	15026577.5	9026429.75	10856813.875	16019714.5	28221086.0	24199226.25	13577283.5	11835332.5	31352647.0
P47727	Carbonyl reductase [NADPH] 1 OS=Rattus norvegicus OX=10116 GN=Cbr1 PE=1 SV=2	48322546.78125	41467331.625	48941329.3125	59645870.0429688	50182206.5625	32105166.9375	51282211.5	46479624.0	62218033.0	65094084.03125	39592738.0	46622907.40625	57439292.5	67180269.875	73779872.0	70603864.75	61583052.5	88138972.25	64777890.796875	43821508.5	69947287.9921875	81001455.5	93654078.5	92978580.0	68414052.75	85351461.90625	64072664.25	59620155.25	66289102.75	103181073.3125
Q9JJ54	Heterogeneous nuclear ribonucleoprotein D0 OS=Rattus norvegicus OX=10116 GN=Hnrnpd PE=1 SV=2	113048296.25	76724558.75	129875692.75	77250370.0	81417171.5	115571525.0	75454644.0	89279959.5	106954542.5	60981059.5625	139844907.875	110161408.375	99567984.75	110168928.0	127676424.0	108681843.75	123177549.75	95230494.5	89425663.25	54048117.5	99476295.0	137930755.3125	86673535.09375	87178698.0	104979931.0	190563665.5	134672716.25	78398207.875	109620786.125	121369233.5
Q3MIE4	Synaptic vesicle membrane protein VAT-1 homolog OS=Rattus norvegicus OX=10116 GN=Vat1 PE=1 SV=1	387765161.234375	452821938.125	374825411.90625	800080897.0	361091082.9375	420322018.1875	1279970996.5625	432388408.625	619122353.625	329771048.0	684884233.375	453103100.125	444497382.125	412581979.25	695411891.875	526736798.875	988955022.375	732034351.5	511266190.875	597855946.0	1224830521.75	519193565.375	681585900.90625	1018482965.6875	603374033.5625	662951363.875	1067814119.75	755578895.5	917946338.5625	677226998.125
P16290	Phosphoglycerate mutase 2 OS=Rattus norvegicus OX=10116 GN=Pgam2 PE=1 SV=2	981791525.25	480017518.25	842492778.75	659006384.625	624554710.875	798626574.5	518267177.0625	615431619.375	771598825.125	757031651.6875	1079300435.0	1017560589.0	769763881.75	840456695.125	991382283.125	887945594.5	955774303.4375	876103226.75	820207812.90625	495578728.125	833002044.25	896829037.5	688036316.4375	844709930.0	764726285.125	1189060971.0	1364990351.8125	795283498.625	1090027442.5	1159414142.5
Q63692	Hsp90 co-chaperone Cdc37 OS=Rattus norvegicus OX=10116 GN=Cdc37 PE=1 SV=2	330683538.0625	393960756.515625	397501865.53125	325746835.8125	250576231.921875	367690135.625	274642316.75	346077478.9375	481703494.25	305385302.71875	327853979.375	299888084.8125	302198185.0	394121735.0	300284549.0	292220201.125	281195242.0	322253902.875	311924641.5	288447256.3125	293330086.609375	215818121.0	278776796.25	331566145.0	396383941.171875	383185486.125	418885996.015625	337040205.0	305726159.0	385305460.25
O70511	Ankyrin-3 OS=Rattus norvegicus OX=10116 GN=Ank3 PE=1 SV=3	820629318.25	577989983.085938	731905256.53125	737646273.5625	608128979.0625	584083617.46875	570463240.375	777758949.125	762499263.125	478735559.125	919804443.578125	809361645.625	672859530.875	850229860.25	515513303.4375	652571429.75	838773129.5	777281290.5	598742947.5625	669541136.84375	604269510.625	702004895.4375	512139638.125	768310395.25	706805911.5	844293078.34375	1020846728.5	748286466.125	860380986.375	878527630.3125
Q80W89	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Rattus norvegicus OX=10116 GN=Ndufa11 PE=2 SV=1	29228430.75	24605096.875	26567640.375	35671187.5	53979664.1875	40990677.25	49600362.0	32269816.625	61244070.6875	38609346.375	19946467.25	31131315.75	32021342.5	46816297.5	37037455.875	46121171.75	35089176.75	40180095.25	56174291.25	17990921.125	53098928.75	45073602.75	36061914.375	38496572.875	59235954.125	70928076.875	34003097.875	49171130.375	38992468.0	49994036.0
P04256	Heterogeneous nuclear ribonucleoprotein A1 OS=Rattus norvegicus OX=10116 GN=Hnrnpa1 PE=1 SV=3	197919104.75	110339589.0	182216643.0	102170693.0625	69873386.984375	122656860.25	56492610.828125	70038909.0	73266653.75	57773703.9375	102990022.125	101657655.75	54732838.9375	69530728.5	112289222.0	83717131.25	75995776.0	86771058.59375	61105544.25	76548856.4375	63321987.0	43605948.6875	39251668.625	67897763.875	55070408.25	63708750.375	101120784.375	56817279.0	91379712.125	64677279.59375
Q6AY09	Heterogeneous nuclear ribonucleoprotein H2 OS=Rattus norvegicus OX=10116 GN=Hnrnph2 PE=1 SV=1	198518216.046875	153017761.40625	95975136.078125	245867359.6875	271292769.5625	179898282.0	225799708.4375	306611689.25	238567733.625	277932666.75	492551694.5	306025989.25	428307851.0625	351849700.75	263228964.375	294585266.75	483044666.0	231694636.75	284282653.25	372245145.53125	335606274.125	333218656.0	234174919.5	227565681.8125	345225595.0	442663760.5	382008518.25	476258210.25	224828824.25	255946983.0
Q07009	Calpain-2 catalytic subunit OS=Rattus norvegicus OX=10116 GN=Capn2 PE=1 SV=3	107547971.949219	88164462.8828125	80229744.4570313	114434244.0	82115191.4101563	91015405.625	110331522.34375	101663406.0	86914653.375	73255449.0	106912108.875	112662323.679688	96626702.125	100124435.625	112129102.875	82772719.65625	123409604.882813	87449720.6875	103554480.875	114050508.578125	86116713.875	127399845.625	91105961.59375	93736985.0625	120818380.5	114901012.0	129049701.8125	108923187.5	150798306.75	161607377.25
Q78P75	Dynein light chain 2, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Dynll2 PE=1 SV=1	44831617.9375	56751847.09375	46242847.2734375	62794167.0	64416316.6875	71594828.8125	124480877.59375	93369773.875	128002332.625	103310485.375	109324253.875	105411747.125	99845677.21875	104990352.625	100862607.90625	118616610.220703	119498002.207031	95577379.78125	107585695.75	102943621.28125	135449028.0	123893615.25	95138883.5625	98078320.0	118100569.0	128328048.375	99174759.0625	135936967.875	90311467.875	126120936.625
