Protein.Ids	Description	AC1R1.raw	AC1R2.raw	AC1R3.raw	AC2R1.raw	AC2R2.raw	AC2R3.raw	AHFD1R1.raw	AHFD1R2.raw	AHFD1R3.raw	AHFD2R1.raw	AHFD2R2.raw	AHFD2R3.raw	AHFD3IPR1.raw	AHFD3IPR2.raw	AHFD3IPR3.raw	AHFD4IPR1.raw	AHFD4IPR2.raw	AHFD4IPR3.raw	AHFD5PioR1.raw	AHFD5PioR2.raw	AHFD5PioR3.raw	AHFD6PioR1.raw	AHFD6PioR2.raw	AHFD6PioR3.raw	AHFD7CrR1.raw	AHFD7CrR2.raw	AHFD7CrR3.raw	AHFD8CrR1.raw	AHFD8CrR2.raw	AHFD8CrR3.raw
P16086	Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus OX=10116 GN=Sptan1 PE=1 SV=2	7511997534.58984	3801061488.66016	6331952112.88965	4302485918.35742	3580292571.55469	3900789905.61914	3480620122.44531	3752643632.8125	4066693184.03125	3217788103.9375	6283194227.14063	4874366633.65625	3328056338.55078	4100948284.76563	3255387404.42188	3941962403.54102	4160342845.60938	3790629196.96094	3299704505.4375	3470736836.8125	3970981766.10938	3894557883.27734	3199603289.61719	3565590837.25	3708945822.64063	4878408568.25	7083905297.49219	4200085553.35156	3644505442.92188	4257560871.57031
P11442	Clathrin heavy chain 1 OS=Rattus norvegicus OX=10116 GN=Cltc PE=1 SV=3	2646509155.375	1871907233.46875	2361347291.0625	2404125025.9375	2842799609.17188	1847942263.91406	2506050936.00391	1920272852.04688	3173829399.0	2640268905.75	2476845206.46387	2322381594.60938	2630962471.9375	2883129974.4375	2789352885.15625	2982937791.875	2986528967.46875	2787307733.6875	2803028495.1875	2141917959.89844	3015651417.0957	3146098972.45313	2327625381.0	2626792185.47656	2968328000.625	3983912016.75	2975997596.98438	3167851930.51563	2825257992.3125	3496287610.71875
P06687	Sodium/potassium-transporting ATPase subunit alpha-3 OS=Rattus norvegicus OX=10116 GN=Atp1a3 PE=1 SV=2	1017377447.5625	717984321.609375	767683094.453125	908318373.03125	1125744946.3125	776915708.15625	2506906200.75	920289770.75	1693988661.53125	1544797422.75	1228771400.77148	1000018301.21875	1239459597.59375	1675062211.8125	1600432445.125	1632951187.1875	1577165599.95313	1171559720.125	1579506995.0	1150768518.89063	2289159689.75	1451504500.84375	1453086690.28125	1651980470.625	1604423830.46875	1943417700.01172	1057699929.90625	1574112028.8125	1421465685.1875	1687163873.0
P13233	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Rattus norvegicus OX=10116 GN=Cnp PE=1 SV=2	2258794328.89063	1569319769.94922	1530919678.26953	2755797670.0	3122227173.35938	930235366.515625	5238974693.6875	1447546090.5625	3416162789.9375	3985351169.4375	3238143968.42188	1748233638.5625	3838108112.40625	3239128458.8125	4475653619.66602	4495046997.00781	5640071065.60938	3606647209.57813	3598687454.60547	2836552998.26563	6128903204.11719	5816646256.28125	5519378953.71875	3860193404.79688	2901624466.125	6400724241.09375	2930027514.1875	4283868329.34375	3385535538.90625	5264207501.875
P23565	Alpha-internexin OS=Rattus norvegicus OX=10116 GN=Ina PE=1 SV=2	1861295693.12109	1170252373.47656	1624801315.75781	1775457990.69727	1998625606.44531	995462173.851563	2185750831.9375	1092781234.80859	2001663696.46484	2471128505.04688	2264297106.44531	1648448713.875	2488907724.13281	2111319945.56641	2801326417.65625	2938336227.17969	3293574934.59766	2349355975.78125	1714395128.29688	2230521892.69531	2979116259.625	3246554098.15625	2427322033.41016	2310672330.48438	2056957724.97656	3235837879.9375	2211581895.44922	2250460796.1875	2356033910.6875	3208261650.76563
P06686	Sodium/potassium-transporting ATPase subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Atp1a2 PE=1 SV=1	2113799505.03906	1627559028.37891	1565154367.96094	1944213416.2002	2188444365.1875	1815327975.11328	4489724113.75781	2052428688.79688	2997157393.08984	2530268516.5	2262358993.10156	2229230199.70703	2420859921.63281	2767948078.58594	2781742979.6875	2850690529.5625	3035604149.32813	2526308800.76563	2862011201.52734	2318598609.08594	3764900178.01563	2778248303.96875	2650437232.5	3614630126.36719	3279900009.51563	3470437884.30469	2510374456.89063	3018979867.80469	2704193416.60156	3128428278.0
P47942	Dihydropyrimidinase-related protein 2 OS=Rattus norvegicus OX=10116 GN=Dpysl2 PE=1 SV=1	1116284187.57031	1115592355.33984	961999224.740234	1632599536.34375	2300004796.35352	1147385896.84375	2373208190.45313	1268043969.47168	2792890658.4375	2035810201.60938	1495582345.57031	1314966277.86719	2127988462.35938	2522797607.8125	1643702676.97656	2361032538.78906	2808559890.59375	2215871098.41016	2415035136.15625	2522236363.125	2700706569.80469	2913170374.24219	2043170822.10938	1575897594.8125	2536748831.3125	3218003853.70313	1435039233.4375	2817160144.25	1679283688.73145	2559070718.32031
P69897	Tubulin beta-5 chain OS=Rattus norvegicus OX=10116 GN=Tubb5 PE=1 SV=1	866143335.515625	402891802.25	584602862.625	741522575.5	1192347965.46875	415125137.0	683087377.625	432956210.625	1176914524.5	1094139256.82813	598756753.3125	725190054.46875	1185573393.5	1296626129.75	618909178.75	1195871591.125	1328546585.25	1366194219.5	820885051.0	647103918.0	1097182875.75	1168725391.5	980746832.75	622878410.75	1111196976.125	1649100388.375	775892253.75	965823690.25	812519296.25	1697154673.75
P06685	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Atp1a1 PE=1 SV=1	518591225.117188	683592895.5	498779558.265625	934712101.375	1126223023.52734	687518609.25	667342295.375	729029986.0	1292898211.375	953289429.375	585487425.953125	872891862.25	1002104418.70313	861710173.140625	873292317.4375	1175388110.625	1215492599.79688	1107647739.57031	925839958.5625	966080826.867188	1113376894.39063	1261460982.0	821296401.40625	848934973.125	1302081930.0625	1595819295.0	974504019.75	1269167794.15625	870070919.5625	1224223179.55469
Q3KRE8	Tubulin beta-2B chain OS=Rattus norvegicus OX=10116 GN=Tubb2b PE=1 SV=1	101913081.0	43324428.0	59451956.0	50064819.2734375	49880773.25	53811824.0	74656851.7421875	60316532.0	87859903.0	78758851.90625	138560032.0	79475240.0	62013384.0	82140267.4375	75644072.0	96535874.0	103672415.0	82540599.125	64028261.90625	68775804.75	89169605.96875	82579025.0	81677600.5625	67533646.0	74291809.046875	71891088.0	92168504.0	81801239.6328125	74010296.0	106388310.84375
P07323	Gamma-enolase OS=Rattus norvegicus OX=10116 GN=Eno2 PE=1 SV=2	1440680468.04688	1251789195.4375	1212512598.16797	1580152814.96875	1845617428.8125	1406751396.71094	1969600214.4375	1537189373.25	2462853481.56641	2087597513.875	1532579968.84375	1684688552.02539	2154106896.75	2533198029.5	1878703654.6875	2422899127.0	2546311473.85938	2146235042.375	2160079481.39063	2914092653.125	2299486798.24219	2381045834.0	1839490346.875	2117283930.60156	2461933586.34766	2866339827.375	1799346871.0	2279754390.5	1899508773.82813	2333438519.625
P85108	Tubulin beta-2A chain OS=Rattus norvegicus OX=10116 GN=Tubb2a PE=1 SV=1	2697768782.53516	1243159935.61719	1826159787.82031	2382102031.70313	3926994902.1875	1678504129.09375	3074658782.02148	1639128465.20703	4183450673.88281	4357231785.74219	2940233171.88672	2459459305.03125	3649168108.75	4602062826.71094	2901247777.875	4300619308.82813	4526055483.85156	4000049293.5	3227119999.4375	2466097431.05859	3919087606.68359	3862461521.39063	3319527544.64844	2543331751.40625	3379527705.625	4880299995.55859	2361049656.46875	3345508756.875	2531089907.1875	5475815401.25
Q5XIF6	Tubulin alpha-4A chain OS=Rattus norvegicus OX=10116 GN=Tuba4a PE=1 SV=1	2085070380.5	954812949.75	1537813021.375	1811860984.375	2684645052.0	1026846299.125	1558936515.75	891627427.5	2588942328.375	2584628138.875	1294204842.0	1607585234.6875	2406345084.125	2856056403.25	1616547322.5	2630141360.75	2788388045.625	2881570238.0	1824104574.25	1540109694.75	2498653782.875	2600958027.75	2107016860.75	1356344894.75	2556054603.125	3462772258.625	1484714394.125	2147195779.5	1704378369.0	3204606289.0
Q6P9T8	Tubulin beta-4B chain OS=Rattus norvegicus OX=10116 GN=Tubb4b PE=1 SV=1	103616279.3125	32355295.625	68463599.6875	116775022.5	271000762.25	54931874.5	184260606.75	46761877.75	272433398.5	254739832.0	102870554.625	101480499.25	237683820.5	280983276.0	111195739.25	263606426.25	275101803.75	253336257.75	169584733.625	169696857.375	279072720.375	254238663.5625	241873279.625	120283686.125	226266049.125	323989172.375	80542009.625	208424943.5	107760684.5	326319100.375
Q6AYZ1	Tubulin alpha-1C chain OS=Rattus norvegicus OX=10116 GN=Tuba1c PE=1 SV=1	8524085569.13281	3540268551.77344	5925483625.16211	7153734648.79297	10552545735.5684	4848438159.89063	7816256703.9375	3941014203.32031	11348234063.8086	10947722875.8906	6891660175.28125	7029154737.63281	9870922226.75781	11922599738.2344	7963052394.15625	11223954347.6172	11572664744.6523	10569149816.6211	8852445150.96094	5353306679.10156	10316014223.8555	10381668870.1953	8178127507.60547	6499987999.5293	9179119124.32031	13622087743.4766	7079232505.55469	8833230486.42578	7631972898.01563	13581230484.6172
P10719	ATP synthase subunit beta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1b PE=1 SV=2	892010632.375	696704420.328125	761520752.15625	1158157265.375	1468420902.625	950003827.34375	1775734797.1875	981470109.1875	1895714332.54492	1393529416.75	928791465.25	1037742664.77148	1455124231.9375	1915964955.625	1274900860.0625	1784360909.0	1650062338.875	1483204145.875	1620653637.4375	1135304974.375	1870441544.75	1660064244.9375	1329873530.125	1618343137.875	1922477881.06055	2166853965.875	1153068162.42773	1802822949.1875	1446275467.25	1921023048.875
Q68FR8	Tubulin alpha-3 chain OS=Rattus norvegicus OX=10116 GN=Tuba3a PE=2 SV=1	892785811.078125	438089758.25	633068829.9375	760506690.0625	974326757.578125	627471170.875	514197226.671875	481472041.318359	1046360584.77344	915347317.484375	795269026.5625	782215218.125	921598383.515625	1141967516.90625	827730652.9375	1073610716.03906	1014134545.5	923139908.046875	822896196.625	344342275.917969	830898942.15625	1005449200.72656	679245770.71875	595844843.6875	715330454.109375	1287467608.28906	990502191.65625	735538036.71875	863612332.492188	1262969911.53906
P38650	Cytoplasmic dynein 1 heavy chain 1 OS=Rattus norvegicus OX=10116 GN=Dync1h1 PE=1 SV=1	3858519444.66406	2903822004.8125	3238661874.37109	2978279927.0625	2580563148.95313	2828198987.21875	2787831581.69922	2897478822.54688	2902348222.9375	2637328859.1875	3462378020.10938	3125577896.4375	2679399060.9375	2957380857.5625	3107207428.5625	3213652768.375	3686070270.125	3122721815.5625	2846120843.8125	2668252172.2207	3190832767.78125	3110735806.6875	2834082136.1875	3244510647.625	2665249992.0	3746042690.875	4021125359.10938	3381297396.5	3423301741.0	3603738008.5625
P15999	ATP synthase subunit alpha, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1a PE=1 SV=2	1837899786.25	1249999199.30469	1535351969.71289	1901135790.5	2452551661.5	1547977217.51563	3082913410.40625	1700018050.03125	3325724888.17188	2478135709.625	1719256178.03125	1997542634.875	2464783654.01563	3249985636.0625	2152712840.9375	3175542482.875	2996023516.96875	2730909623.1875	2736283708.5	1554871008.67969	3227107102.625	2821806162.0	2534976609.90625	2853238742.25	3224711613.375	3645080555.5	2151058166.45313	3223693350.625	2533932550.4375	3625382854.375
P63018	Heat shock cognate 71 kDa protein OS=Rattus norvegicus OX=10116 GN=Hspa8 PE=1 SV=1	1263004406.85156	1122322900.98438	1080674094.4707	1412368329.15625	1622775992.4082	1148175491.92773	1950898192.625	1299622583.6875	2000196830.75	1566560895.75	1275238205.24219	1319656036.9375	1637167504.0625	2133473536.5625	1572692051.5	1828946624.375	1909859215.625	1710067702.5	1851233118.375	2064986322.8125	2122668322.28125	2028558657.82813	1508666900.46875	1804553378.49609	2095533671.75	2455935340.7207	1554748588.5625	2051928777.75	1771563456.625	2128400266.75
Q9ER34	Aconitate hydratase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Aco2 PE=1 SV=2	1613525876.52734	994744573.751953	1386121977.38184	1267142309.26563	1421691922.15625	1108707801.73438	1651693832.75	1075285527.71875	1820892878.53516	1457468319.33203	1297931949.625	1308225039.02344	1361425878.875	1774720273.75	1387692123.16406	1769113340.25	1699349845.25	1636663063.04297	1524821443.67578	1223906887.9375	1818125916.75	1719120876.875	1278334522.5	1526375361.125	1714207473.375	1927070352.25	1407815714.85938	1657956715.5	1394894128.1875	1765811336.5
Q4QRB4	Tubulin beta-3 chain OS=Rattus norvegicus OX=10116 GN=Tubb3 PE=1 SV=1	247914264.4375	114693600.9375	144245373.15625	210833760.53125	380282679.0625	120591745.25	344147468.5	111522548.5625	412665376.75	368242434.5	182541707.4375	189575373.5	382033075.46875	390745855.5	263389709.875	433111074.6875	449573081.125	448983524.875	313663913.375	202909606.25	471277518.0	417210978.75	324447926.5625	228607049.375	357152699.4375	517441949.25	184777751.625	320813517.3125	243014410.8125	467824108.75
P21575	Dynamin-1 OS=Rattus norvegicus OX=10116 GN=Dnm1 PE=1 SV=2	1036837562.375	817884692.526367	828456062.90625	1124944027.625	1435798400.87891	1059426985.52246	1266685257.65625	972014236.125	1584495520.14063	1327464535.125	1307194580.42969	1151814598.86523	1282221170.51758	1596368762.125	1219379560.6875	1404391019.5	1525770038.09375	1363793723.4375	1192739794.32617	1425287980.5	1422661081.21875	1476138959.375	1051177903.25	1337989028.875	1727832624.5	1759844722.31152	1139844466.0	1469073321.78125	1258531900.11914	1558217180.34375
P07335	Creatine kinase B-type OS=Rattus norvegicus OX=10116 GN=Ckb PE=1 SV=2	1585889384.98438	1855394862.78906	1372380872.07031	2270780420.21875	2772982482.875	1653821719.125	2335457160.5	2090849264.71875	3102787617.9375	2107893927.92969	1700328726.65625	2175495217.48438	2502239830.5	2836933004.8125	2067148270.43359	3079853651.875	2877038132.8125	2824377368.625	2290601477.0	3376865029.6875	2965287171.5625	3181585360.3125	2183570439.625	2696793685.9375	3463369999.875	3830558544.78125	2263445609.40625	3018691692.5625	2391926452.1875	3026884414.4375
P04764	Alpha-enolase OS=Rattus norvegicus OX=10116 GN=Eno1 PE=1 SV=4	446525320.203125	412680534.28125	331662583.76416	700489700.29541	797857358.53125	408218484.96875	972105489.125	487753676.625	973476602.4375	912941949.1875	627821958.125	552630351.8125	856026237.1875	1233364530.25	715828277.0	975396795.491211	1207839103.25	915723630.381836	984435674.228516	1100530793.54688	1076337676.46875	1132219629.3125	892444383.5	993584852.306152	1058754345.50391	1270015997.17383	593941097.234375	1140305154.08447	754636509.75	1071468014.0625
P11980	Pyruvate kinase PKM OS=Rattus norvegicus OX=10116 GN=Pkm PE=1 SV=3	1717955947.21875	1318204186.8125	1308605138.83594	1829220635.73438	2106570826.67969	1680565070.78906	2647589699.5625	1717786366.96484	2990034323.625	2411138603.09375	2461696331.6875	1984779327.90625	2249001981.75	2714239235.9375	2274352983.95313	2881204138.71875	2903664872.0	2485141391.5625	2379243849.5	2344020341.65625	2947446851.17188	2942246279.51563	2044306280.03125	2294473623.625	2735730930.70313	3087670651.375	2139887570.35938	3056219953.90625	2225734548.75	2884144953.59375
P12839	Neurofilament medium polypeptide OS=Rattus norvegicus OX=10116 GN=Nefm PE=1 SV=4	690489986.328125	443747668.867188	633808176.875	771656010.375	940330641.945313	664833790.046875	1408477197.08203	647098785.90625	1085295442.8125	1222573788.71875	1109025458.67871	816909661.6875	1204116758.83594	1123718818.19531	1315093825.6875	1381718480.75	1758513758.25	1217719106.40625	879687864.578125	1308403564.32813	1442577861.91211	1465657520.5625	1147728365.99609	1251269602.25	1259529152.53125	1492469812.07813	976339549.875	1302868861.25	1009350404.6875	1634809564.72266
P02770	Albumin OS=Rattus norvegicus OX=10116 GN=Alb PE=1 SV=2	225627468.53125	209631793.703125	184799236.359375	299015642.125	387056783.625	253534367.578125	622201123.546875	289056136.6875	601769376.75	455576007.625	498710491.40625	377010301.28125	481281760.75	451178095.6875	558679067.25	640364517.75	670867709.375	579892497.875	231032088.5625	680424930.0	339783442.3125	495889381.0	271022147.171875	228293160.6875	616681718.5625	524291996.0625	297105985.8125	540854871.125	298735843.8125	642210088.75
P63102	14-3-3 protein zeta/delta OS=Rattus norvegicus OX=10116 GN=Ywhaz PE=1 SV=1	873792903.268555	1034951026.59375	901792990.210938	1454083471.36914	2261211573.29248	1356074979.73633	1701316414.0625	1413583293.51563	2832074529.62305	2311239573.41211	1332669326.875	1552769876.44922	2296484026.08984	2720671709.69531	1880271793.10156	2706427659.1875	2564779609.8877	2298099198.875	2375073133.39063	2419786511.25391	2300264782.44629	2821476989.59375	1820806119.91406	1447494548.4375	2848294557.41406	3065543015.61719	1620077741.83252	2811545396.625	1704665237.7168	2736572934.625
P61765	Syntaxin-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Stxbp1 PE=1 SV=1	554522380.625	763486798.456055	518167122.78125	732181491.1875	1088007180.50195	1128085557.3125	1087363338.625	680002473.515625	1253121135.33008	961854119.775391	668904584.375	704562679.578125	939221443.21875	874098362.875	820856407.71875	1119149806.28711	1312579552.85938	1084180803.78125	1026782976.92578	977032663.625	1152872662.58203	1228922892.9375	804852266.0	1156719424.40625	1371709090.9375	1714629159.5752	711494794.96875	1205640149.07031	859938313.171875	1374974446.00977
P04636	Malate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mdh2 PE=1 SV=2	705016839.636719	637395221.441406	550904456.3125	910305652.4375	1212302963.55957	757971139.989258	1532193344.03125	878512016.125	1587516063.88672	1249183434.77148	847176683.71875	922372551.384766	1215894220.34766	1555090550.14844	1137417990.98438	1452365491.75391	1332276515.26563	1278893643.97656	1414182998.90039	1070004963.15625	1591168798.41797	1426417984.39063	1112181289.65625	1406881680.80859	1587554355.23438	1669465543.6875	963461884.283203	1424945211.25	1096268430.07422	1533500383.41406
P82995	Heat shock protein HSP 90-alpha OS=Rattus norvegicus OX=10116 GN=Hsp90aa1 PE=1 SV=3	637451187.9375	499378397.1875	511974754.015625	641325510.96875	749894689.625	640814975.75	1039351418.57813	747806619.453125	1009176474.4375	830562514.5	934401063.5	699086579.625	850838561.96875	1009755248.0	866432550.3125	954831652.625	948685106.375	872888376.25	959946725.15332	873747382.5	1107812215.44922	999012139.625	825028767.75	989436268.375	1112647998.8125	1057289771.1875	764706146.78125	985531897.875	760887086.1875	1047079560.125
P05708	Hexokinase-1 OS=Rattus norvegicus OX=10116 GN=Hk1 PE=1 SV=4	695068798.984375	618501015.460938	650478072.640625	854985807.234375	1102552689.51563	790321828.3125	1081941262.5	818323678.25	1397639170.25	1146394927.64844	994367518.84375	963312010.375	1208877678.625	1419330724.75	979143919.96875	1290567662.375	1325359409.0	1191026004.0	1122120534.5	767643868.9375	1195481295.875	1269233893.25	925469860.625	1022940209.5	1328891249.875	1578593558.71875	937353208.3125	1302796280.07031	973962675.625	1414868087.125
P13221	Aspartate aminotransferase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Got1 PE=1 SV=3	524996379.5	464670971.0	396731563.59375	565754714.625	665567003.625	523234206.0625	937418735.5	555340034.125	862840977.9375	720878903.5	615891334.234375	589301051.75	688286258.125	831679181.875	718090747.125	785436861.875	867722877.5	756513873.4375	719632648.375	994341889.25	928628942.875	851681398.0	615209316.5	809463914.0625	989342691.375	997344244.75	611521009.75	891141373.6875	714673511.25	829060646.5
P48500	Triosephosphate isomerase OS=Rattus norvegicus OX=10116 GN=Tpi1 PE=1 SV=2	427085288.125	381231038.269531	430197973.4375	626714914.898438	995837357.226563	441302777.28125	914836096.515625	462159438.65625	1087855295.7168	762018353.125	481182999.0	469300924.0	855217929.25	1029468946.6875	717487982.625	1010315597.125	945425643.234375	866930648.875	932772052.537109	791956701.375	1111794704.72461	983405399.085938	765917993.1875	693215922.367188	1041362938.625	1233632992.375	520018760.671875	963430692.25	674654313.554688	1084314794.55469
Q6AY56	Tubulin alpha-8 chain OS=Rattus norvegicus OX=10116 GN=Tuba8 PE=2 SV=1	23073458.0	33367077.0	17436004.0	16158236.0	13605124.875	19552264.0	64227324.5	33286354.0	11482304.0	13597046.0	13207346.5	17890737.0	10786919.0	26107331.375	85725596.0	83117695.75	117196625.25	15641493.5	75603651.625	9127263.0	7244059.0	10069634.75	79731314.75	77658798.0	75544803.0	108593130.0	85290286.0	77942773.0	10652762.0	20071874.3125
Q9QUL6	Vesicle-fusing ATPase OS=Rattus norvegicus OX=10116 GN=Nsf PE=1 SV=1	4725779839.76563	4457810426.78125	4872861528.62891	3809935254.34375	2986326533.75	2492601241.03516	5838867722.25	3141881394.96875	4457485724.4375	4201533773.25	8158486463.98438	4193586045.6875	4111440152.1875	3710204136.8125	6004465065.9375	5610177470.40625	6558642338.28125	4645387887.0	3372035052.375	2570881896.53125	7807586897.5625	5874195974.25	6946868705.45313	6514340258.5	4160811537.6875	5837576518.78125	7391959915.5	4856681286.0	5745903036.8125	5321503644.6875
P34058	Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=4	246462920.375	185604545.125	215819052.296875	240590627.03125	368131841.59375	196259398.0625	364448003.375	182232776.5625	437456047.0	387257173.875	287346810.359375	233619054.125	350527116.75	470849141.375	373358032.75	413982498.75	424902383.875	368050513.3125	409503789.1875	359508340.25	439170752.9375	425337400.3125	313556107.3125	330749184.125	439688595.125	496355445.3125	241182097.6875	420595128.4375	290560599.875	443936826.75
P62944	AP-2 complex subunit beta OS=Rattus norvegicus OX=10116 GN=Ap2b1 PE=1 SV=1	555117700.203125	540863396.59375	579836242.640625	599752032.125	623327210.125	508044354.5	573219319.375	476694283.625	743301725.25	591094037.707031	540440440.4375	565498336.1875	605431454.59375	716951288.0	596364994.3125	683259649.1875	785726829.625	684435836.0	683207117.3125	573212339.5625	684312785.59375	713367704.75	582397317.21875	622323389.15625	743734339.75	829287871.21875	675923278.265625	739004769.25	618053206.328125	706259710.4375
P50398	Rab GDP dissociation inhibitor alpha OS=Rattus norvegicus OX=10116 GN=Gdi1 PE=1 SV=1	485567160.25	435073066.671875	392439918.4375	523318169.09375	547689457.9375	382083820.496094	657467214.0	419028665.289063	646545505.28125	551484993.25	490842411.09375	436320592.0	560302508.0625	619957972.75	619976125.8125	611451110.0	676012464.0	576227462.875	686832540.375	592912830.6875	720668379.0	754703471.125	549346991.4375	566625433.40625	603045931.75	786604838.0	543205321.953125	671137990.5	574469026.125	685322445.25
P63039	60 kDa heat shock protein, mitochondrial OS=Rattus norvegicus OX=10116 GN=Hspd1 PE=1 SV=1	424217280.75	332449872.21875	410550873.28125	440206347.0	499080958.125	436481704.828125	714931252.5	406382012.25	668947483.775391	409949692.125	389046413.890625	408774145.125	462704520.5625	614080062.5	458993406.125	567243379.0	569537398.967773	518002185.5	571336615.912109	309596640.625	674240986.169922	455144213.625	430825278.375	603024183.21875	576969702.5	628664774.333984	479697750.5625	620331506.875	547784722.0	591818301.5
Q9QWN8	Spectrin beta chain, non-erythrocytic 2 OS=Rattus norvegicus OX=10116 GN=Sptbn2 PE=1 SV=2	3724156023.59375	2028013104.77344	3005470826.51563	2516769996.4375	2721085251.5625	2582654788.92188	2038610953.24609	2061658459.4375	3009847623.5	2876643028.20313	2645754554.92188	2910527710.67969	2478527039.21875	3230593165.125	2849861365.0	3224057490.5625	3123225762.9375	2948309125.0	2613661575.77344	1900992661.78906	2723358398.05273	2808548073.09375	2115665230.5625	2611254663.07813	2435835624.89063	3767655590.73633	3242742193.3125	2612084645.15625	2857835118.03125	3373954473.79688
P34926	Microtubule-associated protein 1A OS=Rattus norvegicus OX=10116 GN=Map1a PE=1 SV=1	825037460.109375	686873728.265625	786627917.171875	840450983.351563	844474270.4375	788314473.34375	816132999.5	755803505.109375	1024561419.21875	770030299.03125	739733770.320313	807117826.0	882825334.5625	1066226375.5	862964574.0	1042236893.03125	1039342800.625	1127463084.6875	880275315.125	871871219.6875	986013793.125	998128500.375	716857954.25	687615404.125	1020989101.25	1264637804.375	992087419.1875	1376249320.0625	876428633.125	1149309697.5
P45592	Cofilin-1 OS=Rattus norvegicus OX=10116 GN=Cfl1 PE=1 SV=3	342692092.875	364553067.0625	471713884.96875	514155041.84375	603238620.125	384254488.0	513116528.375	396597721.546875	914048082.5	695341644.375	519324204.3125	555343922.125	676708990.125	820109325.5	574603030.9375	741260695.0	708910984.0	723725121.0	675708440.0	531114085.25	808406072.125	734229405.6875	585348863.691406	557856673.25	855475572.25	859695065.0	604074795.8125	723442277.25	555291538.875	827631636.25
P63259	Actin, cytoplasmic 2 OS=Rattus norvegicus OX=10116 GN=Actg1 PE=1 SV=1	713109051.0625	667592055.125	659065368.640625	858125518.21875	1270416770.375	623871810.9375	1216872549.13867	655833847.5625	1470203404.15625	1372753902.9375	709475856.296875	712187345.875	1271783094.25	1906568594.28125	932907574.828125	1443342018.0	1468662546.375	1275593130.84375	1292861547.625	1211493085.9375	1269179170.96875	1428969863.0	1184286692.59375	807943903.78125	1569262399.25	1756191238.0625	669679785.546875	1526436048.75	828762299.578125	1599300800.0
P13596	Neural cell adhesion molecule 1 OS=Rattus norvegicus OX=10116 GN=Ncam1 PE=1 SV=1	347771403.453125	326829135.609375	288371481.027344	366557630.0625	475145005.335938	311457505.34375	602920356.8125	352359384.859375	575838799.101563	488622856.0625	422046918.75	374312475.34375	435428230.84375	480840457.75	571938537.4375	535230758.75	564585298.28125	453386290.9375	639967174.59375	470674855.125	606565773.5	576536769.4375	455952381.25	500830906.625	502988145.3125	709665129.75	483516575.96875	553617670.5625	491225064.609375	569211526.625
P31044	Phosphatidylethanolamine-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Pebp1 PE=1 SV=3	484878613.5	404288127.8125	300002006.5625	614280967.265625	898632980.0	462439460.472656	917941457.25	425129367.0625	834852768.734375	686604804.015625	379815921.195313	467827998.921875	710057187.71875	915517840.28125	620212121.882813	740688772.6875	757368705.5	727178600.71875	797582389.466797	1077599622.39063	981522126.382813	888702277.75	653723622.5625	732569371.9375	910463910.5	1043999232.875	421525733.65625	753067411.619141	529229454.28125	785844555.25
P15146	Microtubule-associated protein 2 OS=Rattus norvegicus OX=10116 GN=Map2 PE=1 SV=3	645590677.21875	452474428.765625	547211681.6875	655383320.0625	788637521.476563	657476016.625	590269561.3125	523612165.703125	817835753.75	514691805.011719	398312297.8125	597690772.34375	619538890.625	831360675.3125	655548445.0625	615982351.484375	642173462.6875	748988034.21875	634289779.984375	597564598.5625	708729022.5625	563086842.75	504547781.6875	642614434.375	842624767.34375	881209962.15625	651540029.476563	726299699.25	585330949.75	786323986.125
P16617	Phosphoglycerate kinase 1 OS=Rattus norvegicus OX=10116 GN=Pgk1 PE=1 SV=2	561395885.125	524871863.5625	503309096.765625	722626994.3125	971723144.695313	582000688.9375	792063476.75	600338517.25	1080855300.0	738416302.453125	645293896.75	771862559.0	875154613.375	1031486835.5	749057256.359375	1013901369.875	940485821.875	887138357.0	865371101.0	954766479.6875	1004671212.82813	1009953943.15625	787483755.25	768560632.0625	1039930285.75	1324434370.875	829008218.65625	1155749348.41406	889906303.375	1134570102.75
P09951	Synapsin-1 OS=Rattus norvegicus OX=10116 GN=Syn1 PE=1 SV=3	797849884.765625	441534870.300781	593236093.621094	718470664.660156	1057283823.67188	614325848.320313	720490726.539063	605014588.90625	1274521605.67969	875442706.453125	673297663.59375	711328127.75	977308395.6875	1328103429.1875	665569308.125	1048257320.11719	1056013947.97656	1137993151.625	869877671.5	766763732.859375	1002485628.49219	1096847328.3125	834407610.640625	695198136.75	1229293445.53125	1501092327.3125	816046349.84375	1173280448.45313	889544109.96875	1347575553.6875
