"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0005975","carbohydrate metabolic process",59,0.3477071044512,1.39657414789462,0.0471014492753623,0.527043667708629,0.503582058300055,203,"tags=34%, list=21%, signal=28%","24189/60666/362809/50646/24533/81654/289950/25459/60449/170587/81829/25630/24401/24333/25058/292804/24191/81683/65152/24642"
"GO:0071868","cellular response to monoamine stimulus",14,-0.529135870664089,-1.54223174408516,0.0485493175447454,0.534332084893883,0.510546027991327,128,"tags=43%, list=13%, signal=38%","29600/689560/24651/25751/81666/24611"
"GO:0071870","cellular response to catecholamine stimulus",14,-0.529135870664089,-1.54223174408516,0.0485493175447454,0.534332084893883,0.510546027991327,128,"tags=43%, list=13%, signal=38%","29600/689560/24651/25751/81666/24611"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",23,0.469458900246844,1.51506010737155,0.048689138576779,0.534332084893883,0.510546027991327,183,"tags=48%, list=19%, signal=40%","289218/298942/252934/316632/117287/100188937/29445/497902/301458/25309/29507"
"GO:1900024","regulation of substrate adhesion-dependent cell spreading",11,0.58865839504396,1.530566228439,0.049618320610687,0.541060922837555,0.516975328387581,106,"tags=36%, list=11%, signal=33%","363875/63836/50568/25506"
"GO:0061564","axon development",74,0.323534811557738,1.36911595355549,0.0499427871974436,0.541152225835592,0.517062566987524,110,"tags=23%, list=11%, signal=22%","363875/314906/252892/25728/299331/24943/25246/24588/29409/56064/116690/83613/50568/170851/29545/24832/81732"
"GO:0006364","rRNA processing",10,-0.585813300643269,-1.52793511576147,0.0507302963842104,0.543045112781955,0.518871191135734,222,"tags=50%, list=23%, signal=39%","29304/140655/29258/691531/122799"
"GO:0010632","regulation of epithelial cell migration",25,0.44176116652411,1.45419155630623,0.0507518796992481,0.543045112781955,0.518871191135734,149,"tags=36%, list=16%, signal=31%","363875/25728/24957/50646/25246/25459/679221/308061/292804"
"GO:0071496","cellular response to external stimulus",39,0.39119969582805,1.44187996297047,0.0521739130434783,0.549693589033317,0.525223707180137,165,"tags=31%, list=17%, signal=27%","363875/362245/24957/24533/29409/24186/81743/24778/24401/24212/29598/25045"
"GO:0048167","regulation of synaptic plasticity",57,-0.327201644490951,-1.37159502663166,0.0523678031943321,0.549693589033317,0.525223707180137,265,"tags=49%, list=28%, signal=38%","25152/29254/117558/29219/117103/83839/116590/361651/29237/60324/24803/25400/25012/24412/117542/116657/295645/81830/171140/29495/140908/24245/293621/50592/24592/25679/24611/117282"
"GO:0051493","regulation of cytoskeleton organization",75,-0.309287130066172,-1.37133603206798,0.0526575634354346,0.549693589033317,0.525223707180137,283,"tags=40%, list=30%, signal=31%","306934/298848/361466/25152/54241/29219/155151/296710/683788/170538/116590/24171/29474/60324/60465/29340/117542/24629/58814/25595/84510/294568/64159/29489/293621/83527/81661/192179/114764/24170"
"GO:0033554","cellular response to stress",161,0.265719223486313,1.27029340014806,0.0519262981574539,0.549693589033317,0.525223707180137,179,"tags=27%, list=19%, signal=26%","85383/298012/362245/117254/50676/25728/171375/299331/24440/24957/29338/50646/24588/29409/24186/299923/117287/83613/25459/50568/170851/64352/65179/24786/24832/83782/25506/24787/24778/65171/64371/24586/362862/117030/24333/308061/25130/25262/29144/81504/116643/29271/29753"
"GO:0050863","regulation of T cell activation",18,0.508146440524999,1.5413256665322,0.054368932038835,0.555192903171814,0.530478216631209,296,"tags=67%, list=31%, signal=47%","25368/25407/29338/25459/24832/29577/84353/56646/140654/24674/117273/25528"
"GO:0034655","nucleobase-containing compound catabolic process",18,0.506546840134637,1.53647370862945,0.054368932038835,0.555192903171814,0.530478216631209,187,"tags=44%, list=20%, signal=36%","690660/294292/311422/81743/65151/29443/116643/25275"
"GO:1903076","regulation of protein localization to plasma membrane",22,-0.453139875526238,-1.49077249015311,0.0538793103448276,0.555192903171814,0.530478216631209,130,"tags=45%, list=14%, signal=40%","25400/116493/29600/81830/171140/140908/117550/24246/116563/24245"
"GO:0062197","cellular response to chemical stress",49,0.365599394915664,1.42324785749898,0.054481546572935,0.555192903171814,0.530478216631209,123,"tags=27%, list=13%, signal=24%","85383/362245/117254/50676/29338/24588/117287/65179/24786/83782/24787/24778/64371"
"GO:1904375","regulation of protein localization to cell periphery",26,-0.417045372500781,-1.42914362154318,0.0548523206751055,0.555663745537163,0.530928099215907,130,"tags=54%, list=14%, signal=48%","54241/29219/54319/25400/116493/29600/81830/171140/140908/117550/24246/116563/24245/293621"
"GO:0006403","RNA localization",16,-0.49202572937152,-1.48377643162289,0.055327868852459,0.55718418514947,0.532380855707253,204,"tags=44%, list=21%, signal=35%","117021/287830/299809/362152/362361/114612/29578"
"GO:0070252","actin-mediated cell contraction",17,-0.500691300077287,-1.55181816438609,0.0584848681459669,0.557427757427757,0.532613585245164,273,"tags=53%, list=29%, signal=39%","25470/117558/117021/81633/116601/689560/116600/291180/24246"
"GO:0048771","tissue remodeling",14,0.533833749215888,1.51612569084554,0.0632183908045977,0.557427757427757,0.532613585245164,202,"tags=50%, list=21%, signal=40%","363875/85383/50646/81732/89791/84353/54231"
"GO:0046434","organophosphate catabolic process",16,0.51811616161122,1.51334831466016,0.056420233463035,0.557427757427757,0.532613585245164,187,"tags=50%, list=20%, signal=41%","690660/294292/60666/311422/81743/94167/116643/25275"
"GO:0006094","gluconeogenesis",16,0.514978211570293,1.50418278044645,0.0603112840466926,0.557427757427757,0.532613585245164,297,"tags=62%, list=31%, signal=44%","60666/81829/24401/24333/292804/24191/24642/24334/24644/24849"
"GO:1901990","regulation of mitotic cell cycle phase transition",12,-0.540010891629293,-1.50391166380297,0.0596707818930041,0.557427757427757,0.532613585245164,273,"tags=75%, list=29%, signal=54%","24183/192253/25470/24654/60460/257644/81830/24246/81821"
"GO:1903037","regulation of leukocyte cell-cell adhesion",16,0.512835774204331,1.49792500619181,0.0622568093385214,0.557427757427757,0.532613585245164,296,"tags=69%, list=31%, signal=48%","25368/25407/29338/25459/24832/29577/56646/140654/24674/117273/25528"
"GO:0002090","regulation of receptor internalization",12,-0.537573551465501,-1.49712375571111,0.0596707818930041,0.557427757427757,0.532613585245164,148,"tags=42%, list=15%, signal=36%","29337/25387/29495/116563/116743"
"GO:0043542","endothelial cell migration",20,0.475495551506837,1.48271209666361,0.0581613508442777,0.557427757427757,0.532613585245164,149,"tags=40%, list=16%, signal=34%","363875/25728/24957/50646/25246/25459/308061/292804"
"GO:0071867","response to monoamine",15,-0.492457588682055,-1.47398068913353,0.0571428571428571,0.557427757427757,0.532613585245164,128,"tags=40%, list=13%, signal=35%","29600/689560/24651/25751/81666/24611"
"GO:0071869","response to catecholamine",15,-0.492457588682055,-1.47398068913353,0.0571428571428571,0.557427757427757,0.532613585245164,128,"tags=40%, list=13%, signal=35%","29600/689560/24651/25751/81666/24611"
"GO:0007411","axon guidance",20,0.472447787371606,1.473208418371,0.0600375234521576,0.557427757427757,0.532613585245164,158,"tags=40%, list=17%, signal=34%","363875/314906/252892/25246/56064/116690/24586/291081"
"GO:0097485","neuron projection guidance",20,0.472447787371606,1.473208418371,0.0600375234521576,0.557427757427757,0.532613585245164,158,"tags=40%, list=17%, signal=34%","363875/314906/252892/25246/56064/116690/24586/291081"
"GO:1905477","positive regulation of protein localization to membrane",21,-0.446968123648173,-1.46368862716623,0.0628930817610063,0.557427757427757,0.532613585245164,128,"tags=43%, list=13%, signal=38%","54319/140670/29600/25297/81830/29495/140908/117550/293621"
"GO:0007548","sex differentiation",21,-0.446589050860552,-1.46244727571687,0.0628930817610063,0.557427757427757,0.532613585245164,138,"tags=38%, list=14%, signal=33%","24629/24479/85274/303533/362361/25387/29578/117282"
"GO:0035150","regulation of tube size",22,0.452070836830869,1.45176699858323,0.0631970260223048,0.557427757427757,0.532613585245164,148,"tags=36%, list=15%, signal=31%","288001/25728/24186/170851/24786/24787/24212/29598"
"GO:0035296","regulation of tube diameter",22,0.452070836830869,1.45176699858323,0.0631970260223048,0.557427757427757,0.532613585245164,148,"tags=36%, list=15%, signal=31%","288001/25728/24186/170851/24786/24787/24212/29598"
"GO:0097746","blood vessel diameter maintenance",22,0.452070836830869,1.45176699858323,0.0631970260223048,0.557427757427757,0.532613585245164,148,"tags=36%, list=15%, signal=31%","288001/25728/24186/170851/24786/24787/24212/29598"
"GO:0006096","glycolytic process",24,0.443902740838074,1.44336008873007,0.0599250936329588,0.557427757427757,0.532613585245164,203,"tags=42%, list=21%, signal=34%","24189/60666/25630/24333/25058/292804/24191/81683/65152/24642"
"GO:0016051","carbohydrate biosynthetic process",26,0.431159492595566,1.43639775476528,0.0625,0.557427757427757,0.532613585245164,297,"tags=54%, list=31%, signal=38%","60666/362809/50646/81829/24401/24333/292804/24191/24642/78959/25594/24334/24644/24849"
"GO:0001101","response to acid chemical",25,-0.417411905379683,-1.4271419139708,0.0617021276595745,0.557427757427757,0.532613585245164,337,"tags=56%, list=35%, signal=37%","25132/29154/29393/304017/79256/24423/170538/116484/117542/29600/29489/24245/50592/117282"
"GO:0030155","regulation of cell adhesion",50,0.359334515168465,1.40264877124698,0.0625,0.557427757427757,0.532613585245164,106,"tags=26%, list=11%, signal=24%","363875/25368/24936/25407/29338/50646/56064/25459/63836/50568/170851/24832/25506"
"GO:0045321","leukocyte activation",46,0.361609071124709,1.39014615759145,0.0634920634920635,0.557427757427757,0.532613585245164,257,"tags=46%, list=27%, signal=35%","25368/117254/25407/29338/50646/25344/299923/25459/81768/24832/29577/84353/81683/56646/266759/25578/140654/25023/25524/25291/24674"
"GO:0032386","regulation of intracellular transport",51,-0.339667697492533,-1.38286869425863,0.0556792873051225,0.557427757427757,0.532613585245164,231,"tags=45%, list=24%, signal=36%","304017/684097/117558/54319/170538/116590/116484/24803/116601/499157/116493/25595/25297/25050/81830/293692/81521/140908/117550/29489/293621/24592/171503"
"GO:0034330","cell junction organization",119,-0.277780874069538,-1.31987177260796,0.0608272506082725,0.557427757427757,0.532613585245164,260,"tags=35%, list=27%, signal=29%","79011/25473/84008/29219/171039/116655/683788/54319/114114/29304/29423/24171/60324/60465/25012/79212/117542/116653/83501/116493/60377/116600/25297/294568/171574/29495/140908/24245/81821/287927/24232/83527/50592/24592/501083/59318/25600/116743/192179/24170/171503/117282"
"GO:0008283","cell population proliferation",257,0.241997417012234,1.23238326965528,0.0609555189456343,0.557427757427757,0.532613585245164,165,"tags=22%, list=17%, signal=25%","363875/314906/25368/85383/24936/252892/25393/362809/117254/25728/299331/289218/24943/25407/85428/24957/29338/50646/24213/25246/24588/292597/29409/56064/25344/116690/299923/117287/24923/83613/25459/64633/50568/170851/29545/100362640/24786/24832/83782/24787/81732/65151/89791/64371/365216/24586/306439/308061/94167/117243/171337/29704/29577/291081/25130/25262/25045"
"GO:0001508","action potential",25,-0.416802289969127,-1.42505762338735,0.0638297872340425,0.557533651758576,0.532714765637498,152,"tags=52%, list=16%, signal=45%","25470/84008/24520/117021/29738/689560/116600/25297/24246/170630/81666/50592/29578"
"GO:0050870","positive regulation of T cell activation",14,0.525573949575597,1.49266727433613,0.0670498084291188,0.579743798134603,0.553936216368158,296,"tags=71%, list=31%, signal=50%","25368/25407/25459/24832/29577/56646/140654/24674/117273/25528"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",14,0.525573949575597,1.49266727433613,0.0670498084291188,0.579743798134603,0.553936216368158,296,"tags=71%, list=31%, signal=50%","25368/25407/25459/24832/29577/56646/140654/24674/117273/25528"
"GO:0045787","positive regulation of cell cycle",25,-0.420866778486622,-1.43895421293693,0.0675082713517202,0.580774676151483,0.554921204340509,176,"tags=36%, list=18%, signal=30%","60460/29340/29337/24629/81830/24246/29489/114612/24245"
"GO:0016072","rRNA metabolic process",12,-0.526343392597144,-1.46584815151445,0.0679012345679012,0.581234567901235,0.555360623781676,225,"tags=50%, list=24%, signal=39%","83581/29304/140655/29258/691531/122799"
"GO:0002687","positive regulation of leukocyte migration",14,0.522174301539529,1.48301203291521,0.0689655172413793,0.585150719971774,0.559102446406872,103,"tags=29%, list=11%, signal=26%","363875/50646/25459/24832"
"GO:0050807","regulation of synapse organization",52,-0.32608075767303,-1.33860312216832,0.0690423162583519,0.585150719971774,0.559102446406872,168,"tags=27%, list=18%, signal=23%","25012/117542/83501/116493/171574/29495/140908/24245/287927/83527/24592/59318/171503/117282"
"GO:0019674","NAD metabolic process",13,0.546054331161845,1.51189302886639,0.0701754385964912,0.588923288613691,0.56270707729075,221,"tags=62%, list=23%, signal=48%","60666/24534/24533/24551/81829/116643/114096/29384"
"GO:0034599","cellular response to oxidative stress",44,0.362924490816385,1.37505843316111,0.0700525394045534,0.588923288613691,0.56270707729075,123,"tags=25%, list=13%, signal=23%","85383/362245/117254/29338/24588/117287/65179/24786/83782/24787/64371"
"GO:0030522","intracellular receptor signaling pathway",23,0.449371233644201,1.4502322336134,0.0711610486891386,0.590019299696719,0.563754298898611,95,"tags=26%, list=10%, signal=24%","362809/25344/117287/25459/63836/65179"
"GO:0043010","camera-type eye development",33,-0.384503541109381,-1.40437782341063,0.0712694877505568,0.590019299696719,0.563754298898611,138,"tags=30%, list=14%, signal=27%","24629/29600/64307/29599/25062/24232/81818/24592/84487/117282"
"GO:1901137","carbohydrate derivative biosynthetic process",53,0.342570808504793,1.35634124725093,0.0716845878136201,0.590019299696719,0.563754298898611,297,"tags=49%, list=31%, signal=36%","245965/25368/24189/171375/298942/81654/641434/289950/170851/83782/24333/298410/117243/64524/116643/84353/25289/171374/78959/65262/191575/292072/690441/94271/25014/24849"
"GO:0060627","regulation of vesicle-mediated transport",109,-0.283192812031322,-1.31822814795845,0.0716049382716049,0.590019299696719,0.563754298898611,262,"tags=36%, list=27%, signal=29%","684097/25532/29219/155151/54309/50866/171039/54319/114114/117103/81664/116590/361651/140670/29448/24803/81921/116657/29337/116493/291145/81830/65153/246324/293692/25387/81521/29495/140908/117550/116563/25751/24232/171111/501083/24366/116743/24170/117282"
"GO:0010634","positive regulation of epithelial cell migration",17,0.50340857468805,1.50566949185792,0.0724070450097847,0.591722111811976,0.565381309490784,255,"tags=59%, list=27%, signal=44%","363875/50646/25246/25459/679221/308061/292804/171374/65262/25291"
"GO:0051938","L-glutamate import",11,-0.551472296327262,-1.47128191338288,0.0732217573221757,0.591722111811976,0.565381309490784,57,"tags=27%, list=6%, signal=26%","66028/24592/84487"
"GO:0048169","regulation of long-term neuronal synaptic plasticity",13,-0.513191992192845,-1.45993383200596,0.0736196319018405,0.591722111811976,0.565381309490784,97,"tags=69%, list=10%, signal=63%","29219/117103/60324/81830/171140/29495/24245/293621/24592"
"GO:0051606","detection of stimulus",13,-0.507740489494029,-1.44442534133122,0.0736196319018405,0.591722111811976,0.565381309490784,122,"tags=38%, list=13%, signal=34%","59073/689560/25297/25387/286924"
"GO:0060996","dendritic spine development",28,-0.392311040045657,-1.38808412038865,0.0732217573221757,0.591722111811976,0.565381309490784,81,"tags=25%, list=8%, signal=24%","171574/29495/140908/24245/83527/171503/117282"
"GO:0050673","epithelial cell proliferation",25,0.431630425838352,1.42084313484974,0.075187969924812,0.59429213743171,0.56783692914958,195,"tags=44%, list=20%, signal=36%","25368/25728/24957/25459/170851/83782/65151/308061/29577/25262/84353"
"GO:0007596","blood coagulation",21,0.445350297408908,1.40318410965889,0.0761904761904762,0.59429213743171,0.56783692914958,47,"tags=24%, list=5%, signal=23%","288001/24936/25728/24440/29338"
"GO:0007599","hemostasis",21,0.445350297408908,1.40318410965889,0.0761904761904762,0.59429213743171,0.56783692914958,47,"tags=24%, list=5%, signal=23%","288001/24936/25728/24440/29338"
"GO:0050817","coagulation",21,0.445350297408908,1.40318410965889,0.0761904761904762,0.59429213743171,0.56783692914958,47,"tags=24%, list=5%, signal=23%","288001/24936/25728/24440/29338"
"GO:0010631","epithelial cell migration",30,0.404377815619368,1.38947858604893,0.0787992495309568,0.59429213743171,0.56783692914958,149,"tags=33%, list=16%, signal=29%","363875/25728/24957/50646/25246/25459/63836/679221/308061/292804"
"GO:0090132","epithelium migration",30,0.404377815619368,1.38947858604893,0.0787992495309568,0.59429213743171,0.56783692914958,149,"tags=33%, list=16%, signal=29%","363875/25728/24957/50646/25246/25459/63836/679221/308061/292804"
"GO:0045596","negative regulation of cell differentiation",37,0.376573645595917,1.36930385966235,0.0761061946902655,0.59429213743171,0.56783692914958,272,"tags=49%, list=28%, signal=36%","29338/50646/29409/25459/24832/83782/24787/81732/29577/64627/29271/84353/25742/361596/24547/25567/24674/191575"
"GO:0042063","gliogenesis",54,0.336993935783933,1.33716624091823,0.0769230769230769,0.59429213743171,0.56783692914958,235,"tags=39%, list=25%, signal=31%","24936/25393/25728/289218/24943/50646/29409/299923/50568/170851/24786/81732/29577/85238/25045/64521/25275/84353/64057/25742/361596"
"GO:0030335","positive regulation of cell migration",55,0.336346350590678,1.33529563835093,0.0772058823529412,0.59429213743171,0.56783692914958,149,"tags=25%, list=16%, signal=23%","363875/24943/50646/25246/25459/63836/64633/170851/24832/679221/24787/81732/308061/292804"
"GO:0010976","positive regulation of neuron projection development",38,-0.351507849262936,-1.33307394329544,0.0776255707762557,0.59429213743171,0.56783692914958,96,"tags=24%, list=10%, signal=22%","84510/293692/24245/287927/83527/24592/59318/171503/117282"
"GO:0019220","regulation of phosphate metabolic process",79,0.304659521223766,1.29590203101498,0.0787671232876712,0.59429213743171,0.56783692914958,225,"tags=33%, list=24%, signal=27%","363875/362809/299331/56011/24440/50646/56064/117287/25459/60449/170851/65179/24832/365216/117030/24333/29577/116643/170923/29753/81683/301618/24642/266759/29384/24679"
"GO:0051174","regulation of phosphorus metabolic process",79,0.304659521223766,1.29590203101498,0.0787671232876712,0.59429213743171,0.56783692914958,225,"tags=33%, list=24%, signal=27%","363875/362809/299331/56011/24440/50646/56064/117287/25459/60449/170851/65179/24832/365216/117030/24333/29577/116643/170923/29753/81683/301618/24642/266759/29384/24679"
"GO:0007155","cell adhesion",101,0.284873410491559,1.27241796238718,0.0760135135135135,0.59429213743171,0.56783692914958,258,"tags=39%, list=27%, signal=32%","363875/25368/24936/25393/24440/25407/29338/50646/25246/292597/29409/56064/116690/25459/63836/50568/25650/170851/24832/25506/365216/24586/29577/29271/170923/116597/84353/56646/64057/171374/360882/25742/64465/24547/25567/140654/116508/24674/25594"
"GO:0016192","vesicle-mediated transport",201,-0.235013254141439,-1.20593153098168,0.078239608801956,0.59429213743171,0.56783692914958,99,"tags=19%, list=10%, signal=22%","83501/116493/291145/360605/116723/60377/25272/81830/65153/246324/114561/117559/25485/294568/293692/171574/25387/81521/29495/140908/117550/60431/116563/25751/81754/500249/24232/171111/293621/83527/50592/501083/24366/288700/84487/116743/140667/24170/117282"
"GO:1902117","positive regulation of organelle assembly",13,-0.501850679688397,-1.42766995011286,0.0797546012269939,0.596244005679535,0.56970190901746,121,"tags=54%, list=13%, signal=48%","116554/83788/683788/116723/81521/29489/501083"
"GO:1901575","organic substance catabolic process",189,0.252192937063331,1.23617048870008,0.0796610169491525,0.596244005679535,0.56970190901746,172,"tags=23%, list=18%, signal=24%","50690/690660/24189/294292/294930/298012/60666/117254/25728/299331/298942/24440/25721/29338/311422/171155/50646/24533/64156/140547/25344/117287/25459/25632/29545/81743/64189/65151/25630/64371/287280/24401/362862/24333/25058/94167/292804/24399/29669/29443/24191/25045/29144/116643"
"GO:0050808","synapse organization",101,-0.281407873315909,-1.30670278976625,0.0804878048780488,0.597974152986378,0.571355037961652,260,"tags=36%, list=27%, signal=29%","79011/25473/84008/29219/171039/116655/54319/114114/29423/24171/60324/60465/25012/79212/117542/116653/83501/116493/116600/25297/294568/171574/29495/140908/24245/81821/287927/24232/83527/50592/24592/59318/25600/116743/171503/117282"
"GO:0022402","cell cycle process",84,-0.286425553448195,-1.29112123384641,0.0806845965770171,0.597974152986378,0.571355037961652,176,"tags=25%, list=18%, signal=22%","60460/25400/29340/257644/29337/290408/24629/29600/64307/81830/171140/140908/24246/29489/114612/24245/81821/501083/288700/114764/309891"
"GO:0032956","regulation of actin cytoskeleton organization",53,-0.31878754599324,-1.31771144048884,0.0810810810810811,0.598322460391426,0.571687840290381,247,"tags=36%, list=26%, signal=28%","155151/296710/683788/170538/24171/29474/60324/60465/29340/117542/24629/58814/294568/64159/293621/83527/81661/192179/24170"
"GO:0007264","small GTPase mediated signal transduction",48,-0.333373535352405,-1.32859792241031,0.0816326530612245,0.599807304896207,0.573106586208009,83,"tags=23%, list=9%, signal=22%","294568/25387/24673/24246/25751/81754/81821/293621/83527/24592/288700"
"GO:0015931","nucleobase-containing compound transport",17,-0.457177055046738,-1.41695223834039,0.0835030549898167,0.608583825605102,0.581492415758933,204,"tags=41%, list=21%, signal=33%","117021/116601/287830/362152/362361/114612/29578"
"GO:0030036","actin cytoskeleton organization",99,-0.281239827339191,-1.30009729074467,0.0835380835380835,0.608583825605102,0.581492415758933,247,"tags=31%, list=26%, signal=26%","155151/296710/683788/54319/170538/24171/29474/60324/60465/500450/29340/117542/116653/24629/59317/58814/25485/294568/25387/64159/140908/24852/24245/293621/83527/24592/501083/81661/116743/192179/24170"
"GO:0015908","fatty acid transport",12,0.553219855163881,1.48408782148381,0.0891472868217054,0.608898464484799,0.58179304833336,199,"tags=42%, list=21%, signal=33%","25728/25721/24778/117243/81683"
"GO:0098659","inorganic cation import across plasma membrane",10,0.58066890683237,1.46445941086549,0.0935672514619883,0.608898464484799,0.58179304833336,133,"tags=40%, list=14%, signal=35%","24213/25650/140447/24212"
"GO:0099587","inorganic ion import across plasma membrane",10,0.58066890683237,1.46445941086549,0.0935672514619883,0.608898464484799,0.58179304833336,133,"tags=40%, list=14%, signal=35%","24213/25650/140447/24212"
"GO:0007369","gastrulation",13,0.528244295095899,1.46258132518542,0.0955165692007797,0.608898464484799,0.58179304833336,246,"tags=54%, list=26%, signal=41%","298942/170851/292804/81504/84353/29384/24547"
"GO:0019319","hexose biosynthetic process",17,0.487496132357788,1.45807618462736,0.0880626223091976,0.608898464484799,0.58179304833336,297,"tags=59%, list=31%, signal=41%","60666/81829/24401/24333/292804/24191/24642/24334/24644/24849"
"GO:0002931","response to ischemia",14,0.510714371240702,1.45046501848071,0.0862068965517241,0.608898464484799,0.58179304833336,174,"tags=43%, list=18%, signal=36%","85383/50646/29545/140447/25058/25309"
"GO:0051881","regulation of mitochondrial membrane potential",12,0.540469970170881,1.44988451358225,0.10077519379845,0.608898464484799,0.58179304833336,188,"tags=67%, list=20%, signal=54%","117287/24786/24787/64371/24401/301458/116643/361967"
"GO:0006084","acetyl-CoA metabolic process",10,0.570794901434939,1.43955695792362,0.101364522417154,0.608898464484799,0.58179304833336,112,"tags=40%, list=12%, signal=36%","298942/81654/289950/170587"
"GO:0002028","regulation of sodium ion transport",14,-0.493109218973154,-1.43722762519765,0.0875,0.608898464484799,0.58179304833336,59,"tags=21%, list=6%, signal=20%","24246/170630/63848"
"GO:0046847","filopodium assembly",19,0.462426104095,1.43658655384825,0.0941619585687382,0.608898464484799,0.58179304833336,140,"tags=32%, list=15%, signal=28%","363875/85428/292597/64633/81732/306439"
"GO:0009913","epidermal cell differentiation",15,0.50059515097338,1.43108528650208,0.091796875,0.608898464484799,0.58179304833336,257,"tags=53%, list=27%, signal=40%","363875/170851/24786/83782/29577/29384/25524/24674"
"GO:0031338","regulation of vesicle fusion",10,-0.548275586827806,-1.43002816991188,0.0858895705521472,0.608898464484799,0.58179304833336,248,"tags=60%, list=26%, signal=45%","24805/29219/155151/361651/116657/117550"
"GO:0006637","acyl-CoA metabolic process",17,0.473338379436756,1.41573106434476,0.0958904109589041,0.608898464484799,0.58179304833336,165,"tags=35%, list=17%, signal=30%","298942/81654/289950/170587/117243/25045"
"GO:0033865","nucleoside bisphosphate metabolic process",17,0.473338379436756,1.41573106434476,0.0958904109589041,0.608898464484799,0.58179304833336,165,"tags=35%, list=17%, signal=30%","298942/81654/289950/170587/117243/25045"
"GO:0033875","ribonucleoside bisphosphate metabolic process",17,0.473338379436756,1.41573106434476,0.0958904109589041,0.608898464484799,0.58179304833336,165,"tags=35%, list=17%, signal=30%","298942/81654/289950/170587/117243/25045"
"GO:0034032","purine nucleoside bisphosphate metabolic process",17,0.473338379436756,1.41573106434476,0.0958904109589041,0.608898464484799,0.58179304833336,165,"tags=35%, list=17%, signal=30%","298942/81654/289950/170587/117243/25045"
"GO:0035383","thioester metabolic process",17,0.473338379436756,1.41573106434476,0.0958904109589041,0.608898464484799,0.58179304833336,165,"tags=35%, list=17%, signal=30%","298942/81654/289950/170587/117243/25045"
"GO:0016601","Rac protein signal transduction",10,-0.542480857125183,-1.41491418907659,0.0899795501022495,0.608898464484799,0.58179304833336,83,"tags=50%, list=9%, signal=46%","294568/24246/25751/83527/24592"
"GO:0000041","transition metal ion transport",10,-0.54085771552389,-1.41068066442335,0.0920245398773006,0.608898464484799,0.58179304833336,352,"tags=80%, list=37%, signal=51%","58917/366568/684097/54241/117240/25319/689560/25751"
"GO:0044270","cellular nitrogen compound catabolic process",20,0.450929642291701,1.40610954876722,0.099437148217636,0.608898464484799,0.58179304833336,187,"tags=40%, list=20%, signal=33%","690660/294292/311422/81743/65151/29443/116643/25275"
"GO:0010721","negative regulation of cell development",22,0.435341344762538,1.39804239945155,0.0910780669144981,0.608898464484799,0.58179304833336,272,"tags=64%, list=28%, signal=47%","29338/29409/25459/24832/83782/81732/29577/29271/84353/361596/24547/25567/24674/191575"
"GO:0022407","regulation of cell-cell adhesion",25,0.423357349393062,1.39360978157408,0.0864661654135338,0.608898464484799,0.58179304833336,296,"tags=60%, list=31%, signal=43%","25368/24936/25407/29338/25459/170851/24832/29577/56646/24547/25567/140654/24674/117273/25528"
"GO:0008360","regulation of cell shape",22,0.432779792828715,1.38981630685785,0.0947955390334572,0.608898464484799,0.58179304833336,52,"tags=18%, list=5%, signal=18%","363875/24189/85428/50646"
"GO:0034612","response to tumor necrosis factor",22,0.432695243633974,1.38954478805884,0.0947955390334572,0.608898464484799,0.58179304833336,176,"tags=36%, list=18%, signal=30%","85383/60666/25728/50646/63836/81732/29577/29271"
"GO:0030198","extracellular matrix organization",12,-0.496113489370259,-1.38165891614296,0.0925925925925926,0.608898464484799,0.58179304833336,120,"tags=58%, list=13%, signal=52%","29393/25473/683788/29345/85274/24592/192179"
"GO:0043062","extracellular structure organization",12,-0.496113489370259,-1.38165891614296,0.0925925925925926,0.608898464484799,0.58179304833336,120,"tags=58%, list=13%, signal=52%","29393/25473/683788/29345/85274/24592/192179"
"GO:0045229","external encapsulating structure organization",12,-0.496113489370259,-1.38165891614296,0.0925925925925926,0.608898464484799,0.58179304833336,120,"tags=58%, list=13%, signal=52%","29393/25473/683788/29345/85274/24592/192179"
"GO:0008654","phospholipid biosynthetic process",16,-0.456899213086904,-1.37784722126492,0.0901639344262295,0.608898464484799,0.58179304833336,192,"tags=44%, list=20%, signal=36%","79131/58857/29337/116723/24479/64473/81821"
"GO:0060997","dendritic spine morphogenesis",18,-0.436524539447736,-1.37477660948386,0.100616016427105,0.608898464484799,0.58179304833336,81,"tags=33%, list=8%, signal=31%","117542/171574/29495/140908/24245/83527"
"GO:0000375","RNA splicing, via transesterification reactions",15,-0.45818616762827,-1.37140248954149,0.1,0.608898464484799,0.58179304833336,123,"tags=40%, list=13%, signal=35%","362152/362361/361542/114612/29578/117282"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",15,-0.45818616762827,-1.37140248954149,0.1,0.608898464484799,0.58179304833336,123,"tags=40%, list=13%, signal=35%","362152/362361/361542/114612/29578/117282"
"GO:0000398","mRNA splicing, via spliceosome",15,-0.45818616762827,-1.37140248954149,0.1,0.608898464484799,0.58179304833336,123,"tags=40%, list=13%, signal=35%","362152/362361/361542/114612/29578/117282"
