protein_id,mean_intensity,mean_treatment,mean_control,log2FoldChange,pvalue,padj,-log10(pvalue),s0_corrected_-log10(pvalue),regulation
P27274,23.388655318963927,23.780238387354725,23.523979371312702,0.25625901604202284,0.5670915035001064,0.8557075369183174,0.24634685952172816,,non significant
P09117,28.61564046379618,28.722614834826967,28.612892375203042,0.10972245962392435,0.5689950203780479,0.8563351433686457,0.24489153436380215,,non significant
Q4KM74,25.898271273135514,25.91784691662122,25.777029932147247,0.14081698447397173,0.5690686595403307,0.8563351433686457,0.24483533174097827,,non significant
Q8R491,27.843302016771087,27.914957207883642,27.791368478320603,0.12358872956303912,0.5796738811015599,0.8588172123242228,0.23681626759371804,,non significant
P29995,28.67563157059552,28.639702967544334,28.69740202745918,-0.05769905991484592,0.5740843417087138,0.8588172123242228,0.24102429845939838,,non significant
O88794,24.47413367159891,24.544706516178824,24.335647300823513,0.20905921535531036,0.5723524805307623,0.8588172123242228,0.2423364306424488,,non significant
P10362,29.42167223253709,29.327118384819055,29.481933117913716,-0.15481473309466054,0.5808128969823751,0.8588172123242228,0.23596374866799708,,non significant
Q78P75,26.52478805394427,26.661833716414034,26.7128843542318,-0.05105063781776664,0.5805784534217548,0.8588172123242228,0.23613908585479929,,non significant
Q9QZA2,28.57700285708561,28.500519676358298,28.409004095340332,0.09151558101796553,0.5788456110581163,0.8588172123242228,0.23743725528208287,,non significant
P13601,26.92195539586436,26.839363787590926,26.66959701044581,0.16976677714511723,0.5784810201295236,0.8588172123242228,0.23771088561151774,,non significant
Q68A21,27.045657749979554,27.055372642798915,27.096535097978215,-0.041162455179300395,0.5795466788993089,0.8588172123242228,0.2369115785580875,,non significant
P83732,28.098988261172185,28.09441631279037,28.001537127640187,0.09287918515018134,0.5755737705103754,0.8588172123242228,0.2398990055314024,,non significant
P60203,32.8461443203684,33.12762721503449,32.890901515396884,0.23672569963760282,0.579285926644256,0.8588172123242228,0.23710702226045272,,non significant
Q75Q39,27.740189129992345,27.778378339299035,27.698189737807496,0.08018860149153895,0.5808955073332482,0.8588172123242228,0.23590198235992962,,non significant
Q64541,30.746287638654728,30.721184085514896,30.647398669826174,0.07378541568872166,0.578443070551196,0.8588172123242228,0.23773937718256702,,non significant
Q6AXV4,28.394280668311225,28.375930076527453,28.123975251850336,0.2519548246771173,0.5719697754436868,0.8588172123242228,0.24262691999165462,,non significant
P00884,27.013147915050137,26.97059148907924,27.041592406088725,-0.07100091700948497,0.5912259881108848,0.8617509946431121,0.22824648421219476,,non significant
O70441,27.141568938180683,27.163988833868448,27.051302710997657,0.11268612287079094,0.5927312645643392,0.8617509946431121,0.2271421645955223,,non significant
Q68FU3,26.871973411490146,26.630984499594607,26.687845267457618,-0.056860767863010864,0.5873222700252252,0.8617509946431121,0.23112353131148078,,non significant
Q5U211,26.044357746905625,26.032119929449262,26.078435376400858,-0.04631544695159562,0.5872257435176252,0.8617509946431121,0.23119491354399757,,non significant
P04903,27.541433864637785,27.61192715289936,27.530339772263176,0.08158738063618287,0.5847037936760571,0.8617509946431121,0.23306408836344675,,non significant
P01041,24.75131532946431,24.568566172721404,24.845284618409465,-0.27671844568806137,0.5893431130407689,0.8617509946431121,0.22963178719125033,,non significant
P62828,25.31767881251157,25.50878984463311,25.382001974933615,0.12678786969949485,0.5917235602174501,0.8617509946431121,0.22788113839794688,,non significant
Q4FZU2,26.378963211650152,26.293561609669634,26.226647365909773,0.06691424375986088,0.5916956364676103,0.8617509946431121,0.2279016334693564,,non significant
A9UMV8,29.363891573388198,29.52448623897713,29.400867303957934,0.12361893501919496,0.591112116033351,0.8617509946431121,0.22833013881978179,,non significant
P97544,22.769405861551764,22.90679669387534,22.755411443380495,0.15138525049484386,0.5897238503654385,0.8617509946431121,0.22935130757467587,,non significant
P35571,28.14945586417027,28.123951047232367,28.06050759102749,0.06344345620487601,0.5930920701509113,0.8617509946431121,0.2268778825974602,,non significant
Q6XVN8,26.44902813794571,26.475067885889896,26.54229068516113,-0.06722279927123509,0.5856098306550066,0.8617509946431121,0.23239164137010962,,non significant
Q6Q629,27.494967825509345,27.497223907332142,27.415855516611444,0.0813683907206979,0.5919275158516298,0.8617509946431121,0.22773147130576943,,non significant
Q63862,30.81485027802363,30.839453672069595,31.019329566709207,-0.1798758946396113,0.5944151603237429,0.8625309932210925,0.22591012259710605,,non significant
P13638,26.901249595736925,27.00379895984791,26.90172101553044,0.1020779443174682,0.5962733145516603,0.8637239130440852,0.22455462651253727,,non significant
